comment,rating
" 还是不行啊，讲来讲去仍然是少女梦想与玛丽苏的故事，游戏大神加学霸不还是霸道总裁的设定么？问题是古装的井柏然有点奇怪啊，包括很多配角的古装，都有些地方Cosplay的感觉，毫无游戏感，也很出戏。影片挂着游戏元素，其实对游戏并没有什么热情。故事也比较简单，幼稚，唯一的亮点就是花样虐狗吧
        ",2
" 各种尴尬症犯了，除了偶尔来几个笑点
        ",2
" 不要求神还原小说，能算是一部合格的广告。没有觉得ab有多僵，很多人也不用没看就打那么低的分，烂片无疑但是也没想象中那么烂，好多人是不是觉得给这种片子打很低分就能标榜自己的逼格有多高。
        ",3
" 网游特效啊…！可人家演得就是网游，你不能说他什么！
        ",1
" 满场尴尬。
        ",2
" 还不错。
        ",3
" 本来准备打四星的，但是看到这么多一星两星的，我决定打五星来拉一下分！电影比我预期地要好，剧情没崩，人设没崩，改编的部分也都能接受。ab又甜又美，两人全程虐狗，齁甜齁甜的。反正我看的很开心。
        ",5
" 呵呵
        ",None
" 一星给曾经玩过的游戏。但是还有半个小时，看不下去了要。
        ",3
" 我给了八分。我觉得挺好的。我是微微的忠实读者，顾漫三本书里我最喜欢微微，当然我承认人设很小白，很无脑，但是里面的小心动真的是没的说，顾漫的书大概就是因为小温情俘获了少女心吧。单说电影的话，我很喜欢红衣少女和白衣琴师在游戏中的布景，虽然白衣琴师过丑。井柏然演技有点醉。笑点蛮多
        ",4
" 比想象中要好看一些，就是甜甜的爱情片，baby的演技也没有想象中那么差……
        ",3
" 一波三折的终于能看了。谢谢罗拉和小van的陪伴。能看到就很开心了。看小说的时候真没期待能改编成影视作品。也没YY过男女主真实的样子。小说就是，有感觉就好。
        ",3
" ig和若风感觉加起来没五秒 肉鸡中文口音真是谜之可爱qwq
        ",None
" 杨颖能赶紧回家相夫教子吗？别演戏了好吗？井柏然丑出翔了！
        ",1
" 井柏然的肖奈，绝壁胜过钟汉良的何以琛，深情、专一、帅气、头脑都是有过之而无不及，把角色沉淀的很深沉 (づ￣ 3￣)づbaby这次饰演的也不是一个花瓶，性格气质头脑都绝佳，俩人很登对，新的银幕CP
        ",2
" 顾漫编剧的作品和她的小说一样，台词桥段有惊喜，故事，别指望
        ",2
" 有水军在刷低评分吧，这部电影满足了少女心
                
                ",3
" 学生时代最爱的一部小说
        ",4
" 这是一部看了又看的小说，节奏快慢没有掌握好，肖奈与微微之间一见钟情，再见倾心的感觉完全没有表现出来。只能供无聊消遣用
        ",2
" 看得很开心啊，老夫的少女心在蹦蹦跳，少些批判的目光，电影就在这样哈哈哈的欢快声中度过也是不错的选择。虽然也有一些缺点。
        ",4
" 好久没去看这么烂的片子了
        ",1
" 比想象中的好太多了
        ",5
" 原著粉
        ",5
" 太出乎意料的好看了～ab红皮衣也太美美、井宝的白毛衣好想钻～啊啊啊啊啊啊啊啊～
        ",4
" 呜呜，好喜欢井宝，井宝好帅好帅无敌帅，简直要把我的一颗心给融化了。
Baby也好可爱好可爱好可爱。
还有个演员也好帅，好可爱。

不过总感觉baby跟井宝之间有一种微妙的关系，本来以为他们不会有吻戏的结果还亲的那么认真，看着他们两个戏里面在一起的样子觉得好配.
        ",5
" 男主颜值太低，全剧场景质量参差不齐，有拍的好的但更多的是拍得很尴尬的。
顾漫的小说还是不适合拍出来，太单薄了，大概只适合少女思春吧。
        ",3
" 哈哈  女汉子的春天  重回校园的气息啊
        ",4
" 垃圾
        ",1
" 两星给顾漫的。网游部分太多了，井宝的黑眉毛很出戏，有几个片段很尴尬。看到后来觉的还不错，却已经快完结。歌曲很好听。
        ",3
" 比想象中好，虽然尴尬不少，但是还能看得下去，比某爷拍的XXX好看
        ",4
" 杨颖很漂亮，还是满符合微微的形象。井柏然有点不符合肖奈的感觉。整个电影看下来也就那样吧
        ",2
" 整部剧都靠我自己按照小说来脑补也是心累
        ",2
" 全程感觉是给梦幻江湖打广告的，井柏然是真的帅，天屎拉宝贝是真的美，以上。
        ",2
" 小说改编的挺好 游戏和现实的场景结合的很好。井柏然白发造型一般般。baby的造型就好美好美。演技居然也可以碾压众人了。剧情很甜很苏 意外的还不错的样子。让人有一种甜甜的校园初恋。
        ",4
" 虽然改了很多，但是和小说一样甜
        ",4
" 还挺有趣的，某些浪漫桥段感受很不错
                
                ",3
" 这是预告片吧？还不如静止的图片好看。
        ",2
" 没办法被人拖着去看的，对于从来不看小说的我，这些都是浮云。要是wuli凯来当男主或许还能让我有个念想。哈哈哈
        ",3
" 看曾经发过的书，搬上大荧幕感情很奇妙！将原著中简单故事线加了新的情节，在可接受的范围，现实幻化到游戏的部分，做了堪称惊艳的视觉处理，电影从现实世界幻化到游戏世界的部分，有很多新鲜感。配乐恰当、氛围温馨、视觉绚烂、情感甜美，特别是“芦苇微微”和“一笑奈何”婚礼场面，漫天花雨，惊艳。
                
                ",4
" 先看了电影再看了小说。看电影的时候一直在笑，作为一个已婚妇女，看到动人的情节也会心跳加速，所以其实拍的还是不错的。游戏和生活的平行世界把握的挺好。井柏然演的稍显呆滞，AB还不错，直爽、灵动。王思聪的出现太雷人，是个败笔。
        ",4
" 太雷太尴尬
        ",1
" 给新娘道歉。
        ",1
" 怀着抵触心理看的，居然觉得还不错！居然请来了王思聪！整部电影甜死了，有井柏然这部电影还不算太差，就是游戏里井柏然的造型看的很僵硬
                
                ",4
" 很好看啊
                
                ",5
" 这电影竟然意外的不难看，除了井柏然个别镜头有点吃藕，ab演技一般以外，剧情还挺甜的，就是游戏的部分略尴尬。大概是因为顾漫的小说本身也算地摊小言里靠谱的吧。
        ",2
" 就为了吴倩去看的，全程无奈！
        ",1
" 作为原著脑残粉以及井宝粉，必须给五星！少女心炸裂！
对原著基本还原，并且舍弃掉不重要的情节以及合并人物角色。
但素！井宝白发的造型比较一般诶，不过想想盗墓里黑炭一样的井宝，也就原谅他了吧～
        ",5
" 背着贝微微同款包来看贝微微，可惜没有同款脸所以遇不上肖奈大神😂😂😂小井的左侧脸超级帅，其他角度以后拍戏请尽量避免😝😝😝
AB我嫂子特别棒，美美美而且活力四射的样子跟小说里的微微完全契合。故事嘛，就是和小说一样，很苏很苏的爱情呀👻👻👻
        ",2
" 原著粉表示比想象中的好很多~基本的梗都涵盖到了~没看过小说的可能会觉得剧情有点弱吧……
        ",3
" 最为一个原著党，只能评价一个还行了。虽然开场以及后来的一些类似虚拟现实的ar场景让人倍感新奇，但并没有完全忠于原著的改编仍让我觉得失望，特别是明明是艳压群雄，36d的微微在片中仅仅只被提到系花之名，这让我怅然若失，baby的演技在进步，当然也可能是本色出演过于出彩，期待你以后的表现。
        ",3
" 看过小说就算了，我为什么要看电影，只能说《微微一笑很尴尬》
        ",2
" 出现的时机太合适 成功拯救少女心 古装扮相扣一星
        ",4
" 前半部分还好…
但是重要的点要么没有，要么改掉…
球场被改，真水无香被改，门咚被改…还有很多很多…
两分是不以原著粉的角度…若以原著粉角度…可能没有星吧…
        ",2
" 喜欢花样被虐 但是井柏然古装真正开了挂地丑 辣眼睛 电影拍出来还没有剑三一个八一八好看 差评！不过为了少女心也要多给一颗星~
        ",3
" 每段感情能像校园时代那样真挚世界就美好了，Baby好自然
        ",3
" 没玩过游戏没看过原著，也许是一开始就没抱希望，结果却觉得还挺好看，发糖发的好想玩个游戏谈个恋爱。
        ",3
" 破次元的游戏人生新颖有趣，青春性不刻意却很到“味”，尤其是初恋式甜腻，甜死了。这是2016年继《致青春2》《夏，雅》情感让人一度尴尬后的带感啊（撒花）。PS:徐佳莹的主题曲《不要再孤单》太棒，AB也有代表作了…
        ",4
" 没看过原著，单看电影来说剧情稍单薄啊，井柏然的表现完全失望，还有，，男女主在一起的画面莫名尴尬。o(╯□╰)o
        ",3
" 我果然还是不太适合看这种从头甜到尾毫无虐点的电影……但和虚拟结合穿越在游戏和真是世界之中的设定还是挺有创意的。
        ",3
" 还可以把感情戏做的更深刻一些，微微好美
        ",4
" 除了杨颖的游戏角色造型，其他都是什么鬼，尤其井柏然还有男二，还有那个小雨妖妖，自戳双目啊！！！游戏和现实切换本来挺好一设定，整得就跟场景切换似得，太失望了。。。还有到后来生硬的灌鸡汤是啥！尴尬的要死好吗！！！不过让他及格是真真的打动了我的少女心啊，酥死了。。。虽然台词略尴尬。。。
                
                ",3
" 少女心 8.13
        ",5
" 没有笑点，也没有泪点，更没有深刻的启示。
        ",2
" 原著就是白痴弱智，没啥好说的了，还原度还好
        ",3
" 画风棒！
        ",5
" 校园爱情和网络游戏的结合挺好的。特别是网游世界，很中二挺有趣。直观上觉得首先要解雇的是服装组。
        ",3
" 我居然来电影院看爱情片 纯纯的爱情片 而且每当我觉得这一段高潮结束要结局的时候就会转入下一段 被欺骗 不过男生唱的最初的梦想 好听 AB很俊
                
                ",5
" 哈哈哈，这个烂片好搞笑啊，剧情台词画面，神他妈让人时时刻刻喷饭啊。可能我已经过了玛丽苏傻白甜的年龄了，尴尬到极致，可能就是笑到肚子痛吧。
        ",1
" 剧情虽然玛丽苏 也有点莫名其妙 不过好苏 以前也没觉得AB怎样 这部电影觉得 好可爱 那种羞涩的笑真是好看啊！
        ",3
" 颜值都不错，只是曹光是真水这个有点太脱线了…
                
                ",4
" 我的内心毫无波动，
甚至想睡觉😪
        ",None
" 初中读的玛丽苏小说都改编成电影了 不过比起其他几部真的算很好看了 老夫的少女心严重泛滥。。。最精彩的莫过于国民老公王思聪露脸吧
        ",4
" 玛丽苏剧情较烦，最后的王思聪乱入吓我一跳
        ",3
" 从肖奈作品被抄袭开始，后面二十分钟就像王思聪游戏的宣传片……但还是被篮球赛那段校园恋爱的感觉打动。怀念💕
        ",2
" 恩～～森森的尴尬😓，ab和小井没有cp感啊，剧情就是。。。。看不出剧情，就算颜值在线打光师你也不能这么玩儿啊😱（p.s.王思聪出现时全场笑疯了）
        ",2
" 如果杨洋和baby演就更完美了🙃
        ",2
" 整个影片风趣幽默，单单拿一部网游电影来说会比想象中的好些，但作为原著粉个人认为角色的设定上面会有脱离，整个欢快活泼的感觉没有体现出来，ps影片三星，另外一星给客串的游戏大神们，加油~
        ",4
" 感觉不错，甜甜蜜蜜。
        ",4
" 没有cp感是硬伤
        ",3
" 忘了小说剧情 但看电影已经OK了 至少不像其他青春片只剩吐槽吧
        ",4
" 小的时候看过书 觉得这电影的剧情适合15岁以下的观看
        ",1
" 青春电影，献给少女心的自己！
        ",3
" 虽然男女主都不是我的菜,但当初看过小说,且在当时虐恋小说盛行的时候,感觉这本书挺清新的,因此去看了电影.
BABY演技不敢苟同，虽然颜不错，另是否有必要找一个长得那么难看的女生打扮得那么像妖艳贱货去演那个什么小雨妖妖，还以为黑山老妖呢。
井柏然白发造型略吃藕，整体像加长版网游广告。
        ",2
" 玛丽苏的剧情，看完重回18，挺好的
        ",4
" 还可以啊，特效甩一般电影几条街，AB真的好美，游戏里耍大刀的贝微微就是这个样子，谭松韵真的好可爱，里面的配角都还挺爽心悦目，看得出电影做得挺用心，爱情戏略尴尬，不过画面好看啊
        ",3
" 其实我觉得这部电影还可以的。看的我心情很好，然后又去把小说看完了，然后又看了一遍电影，这次ab选角很成功，很贝微微。
        ",3
" 甜而不腻☺ @徐氏 with x    sund
        ",4
" 这部电影又勾起了我玩网游的兴趣---连连看！哈哈哈哈哈哈哈哈哈哈
        ",3
" 渣渣，手动债见
                
                ",2
" 难看，尴尬，吐槽都懒得吐槽了，感情戏全程捂脸，为什么呢？我觉得主要还是演技吧剧本吧。
        ",1
" 好看的！baby的颜值配得上贝微微，游戏场景还原的很好，虽然我还是觉得杨洋更像肖大神，但是井柏然的大神好暖(｡･ω･｡)。当初这个小说陪伴了我们好久，一本书班里几乎所有女生都传着看过。作为原著党，电影跟原著契合度很高，好评！
        ",4
" ……这么讲吧，看完以后我扣掉了四个指甲的指甲油……
        ",3
" 三星半 看着真是想起当初看小说激起的少女心。可能预想中是挺低的 所以看完觉得还行的吧。唉 总觉得一些情节演出来真不如就让它活在小说文字里…情节删了好多 最后加了段王思聪投资 呵 这段真是不懂
        ",3
" 看了这个一直期待的电影，感觉还是好激动。我baby简直美如画，演技也有很大提升了而且至少baby很符合原著的感觉，至于电视剧版我不想提。井宝的演技也可以啊，长相还不错，这个剧颜值都好高，赞一个
        ",3
" 作为小说的脑残粉，电影删减情节可以理解，特效还行，只是从见面后的剧情就真的没什么可看了～其实如果是电影里的baby加上电视剧的杨洋演就完美了～不过男主这类神一样的存在恐怕世人都没有如此之境界吧～哎，还是继续看电视剧补充一下近日的狗粮为好～
        ",None
" 白发男主真的一言难尽，杨颖的微微还是能看的…剧情太跳脱了，另外王思聪以后还是不要再拍电影了…
        ",2
" 男主太丑，并不喜欢游戏
        ",2
" 导演没有能力在90分钟讲清楚一个故事，凑够了无聊的片段，网游剧情想法新颖
        ",2
" 除了AB拿着ci花找大神的部分很尴尬，其他倒是比想象中的好一些，至少影院里的吃瓜观众们还是挺欢乐地看完了
        ",3
" 人设改动太大。。。整个剧情进展节奏过快且生硬。做作至死啊。。。毁原著毁原著啊😱
        ",3
" 网游场面描绘蛮不错，挺忠于原著，简单美好的爱情
        ",4
" 水平怎么波动来波动去的，改编得时而烂时而还可以。井柏然台词、演技竟都不如baby，他咋滴了？女配很棒啊。
        ",2
" 看了之后想起了大学里梦寐以求的女神..到毕业了也是留下了那么点遗憾..诶baby的演技很到位.我折服了
                
                ",5
" 甜 , 看完了晚上回家打了一宿游戏- -
        ",5
" 两星半吧，angela宝贝儿还是挺美的。
        ",2
" 情节很简单，看了就忘，流水账
        ",1
" 喜欢乌龟漫的小说才去看得，两星给AB，AB好看的，就是胸不够啊啊啊啊啊啊啊，其他辣眼睛。
        ",2
" 居然没青云智障高分 我不服！！！！
        ",3
" ……
        ",1
" 咯咯哒
        ",1
" 电影其实还可以吧，baby演的有些贝微微的感觉，井柏然吧可能是因为造型（游戏里的白头发看得我好尴尬哦）还有个人声音不太适合大神，总体上挺还原小说的（略微有些改动），其他都还好吧
        ",3
" 比别人说的五毛特效好点吧 靠颜值撑的一部电影
        ",4
" 看了开头我就想睡觉
        ",3
" 好无聊啊
        ",1
" 书看过很对遍 对电影的期待很高 单从情节而言 没有失望 也因此被井宝圈粉 现在在追剧版 
        ",4
" 剧情狗血，转场生硬。。。总之看得我尴尬症都犯了

一星给电影，剩下一星给我们学校（上海西南某高校）
        ",2
" 三星给偶尔感受到的甜蜜
                
                ",3
" 如果骄傲没被现实大海冷冷拍下
        ",3
" 井宝的演技颜值崩了……ab 的演技蜜汁尴尬。一边少女心泛滥一边尴尬癌发作，也是无语了……
        ",3
" 微微一笑蠢死人。🌚
        ",1
" 这里和小说不一样，全程我一直在说这句话。电影挺赶的，虽然小说也短，不过我还是有点期待电视剧，虽然爽妹子没有baby女汉子！其实之前是觉得井柏然的演技在小鲜肉里算好的，但是这里游戏里的造型真的看不下去……
        ",3
" 画面很美，剧情很苏，超出想象一大截，打低分的估计都是没看过的，建议真的去看看
        ",4
" 有些梗还是蛮好笑的，玩过游戏的比较有代入感～
        ",3
" 看的是青春啊
        ",4
" 不算顾漫粉丝，好歹也是看过小说的人，AB剧里真的够美，而且看了不尴尬。井柏然我从2007年看他一路走来，颜值确实帅的相当不稳定，近期最高颜值还是去年的《相爱穿梭千年》。另外，哎呀，我肖大神咋穿了个这么不入流的宽大牛仔裤，180几拍出了168的感觉。电梯咚老夫的少女心炸裂。多1分给我KO。
        ",4
" 蛮清新可爱的，剧情也很完整忠实于原著啊。。为啥这么多低分。。。
        ",5
" 下午场，人不多，几乎全是女孩子，观影中能听到女孩子们窃窃私语的笑。于我来说，是非常开心的观影体验，看完电影一看时间，快回家押天下镖！努力学习，拼命打游戏！
        ",4
" 没看过原著，但感觉这电影还不错啊，看得挺舒服挺燃的，想起以前玩qq幻想的时候，有大家说的那么惨么？😂
        ",4
" 比较还原原著，挺好的。
“好巧。
不巧，我在等你。”
        ",4
" 井宝很帅，baby很美，游戏的设定让我回忆起从前无论冒险岛魔力宝贝梦幻西游还是魔兽世界里那些和打怪升级无关，和消磨时光有关的种种美好回忆，加上看的时候心情愉悦甜蜜，这就完全足够了
        ",None
" 只能说没想象中的那么烂。但全片内容、台词极其中二，发生在平行世界的上海。AB古装还行，她还是演些青春美少女吧，不要糟蹋大制作啦。井柏然的帅还没get到。
        ",3
" 一分给肉鸡宝宝 书粉表示不想对这个电影说任何话…
        ",1
" 出乎意料 没那么差呢 从头笑到尾哈哈哈哈哈
        ",3
" 井柏然的肖奈真是……古装有点辣眼睛，而且大神不像大神了没有书里那么苏，baby总有种拍广告的感觉德芙纵享丝滑😂
        ",1
" 挺好看的啊 只不过有些台词和情节太玛丽苏…虽然井柏然古装很丑 但现代装还行 baby演技真没那么烂 能看 谭松韵还是hin可爱 意外的发现吴倩演技不错诶 最大的败笔是王思聪 辣眼睛:)
        ",4
" 看完这部电影好想有回到校园的冲动，那里的阳光明媚、青春荡漾还有纯真的友谊、满怀的梦想，那是每个人最好的时代！
        ",5
" 大神算是毁了
        ",1
" cp感全无，台词生硬，小井的颜值也抵不过这尴尬的剧本。其中一颗星给小井的OST！
        ",3
" 为了原著来的，讨厌国内电影的强行植入，不喜欢安吉拉北鼻，期待电视剧不会很差
        ",4
" 糟就糟在是一部网游宣传片
        ",2
" 本以为会改的面目全非，但是事实确实在原著的基础上升华了很多，很值得一看，即使你没看过原著，一样能享受到....
        ",4
" 原谅我肤浅吧，光顾着看小井的颜了。不是原著粉，只觉得对白各种生硬，配角演的比主角好，嗯
        ",3
" 抛弃女友和老公来讲还是比较搭、
        ",4
" 起码没睡着！也有吐槽的点！比商业片有意思 我也承认 少女心出来了那么一丢丢
        ",3
" 井柏然的琴师造型和大特写是怎么回事? ab的台词是怎么回事？创业失败ab举着两根大磁花像举着两根烧烤 还有井柏然和ab的cp感都快负分了好吗 他俩一肢体接触我都尴尬的快从凳子上弹飞 但是我还是觉得井柏然现代戏的几个小动作还是苏到我的
        ",2
" 可不可以给零星......
        ",1
" 青春岁月不忍欺
        ",5
" 看这本小说是在高中时候，人生看的第一本非严肃文学，被这样单纯简单的爱情感动，“你出现过后，其他人就都是将就”对于这句话不能同意更多。喜欢贝微微，更喜欢腹黑暖男肖大神！从小说到电影版，见证了我们从爱做梦的年纪到每天生活在小时候的梦想里的成长。感恩世界依然存在“不将就”的我们。
        ",5
" 专为拉高评分打的 baby的颜值和现代装的小井真的是没得挑了 
        ",5
" 我讨厌若风
        ",2
" 果然好清纯好不做作，和外面的妖艳贱货完全不一样呢
        ",3
" 井柏然加油
                
                ",3
" 暖心
        ",5
" 吐血身亡
        ",2
"    尬死人，但是是老婆的情怀3星😏
        ",3
"  广告真硬 当场尴尬
        ",2
" 好喜欢原著，电影还凑合吧；游戏场景还挺喜欢的，除了井柏然的扮相
        ",3
" 可惜没有零分(微笑)，真的别看，看了毁男神。
        ",1
" 没有超出预期 也没有跌破眼镜
        ",3
" baby的表演最惊艳，让人在她的眼神里看到了她的天性。这种角色如人，人如角色的表演，真让人不敢相信这是baby，可以说baby的演技已经超过了她老公，希望她以后多接些这样有风格的人物。
        ",5
