comment,rating
" 圣地亚哥港口星空下看IMAX是此生最难忘的观影经历。本来特别不舍得JJ离开, 但林导真的让我刮目相看。全片都是燃点, 剧本扎实, 每个角色都很饱满。结尾哭成傻逼。ST真的是一种情怀, 它给了我太多美好的希望。
        ",5
" 啊。。这集有点无聊。。看得直犯困。。
        ",3
" 系列重启后最好的一部。动静节奏感分明，悬念揭开得合情合理，用摇滚打虫子这招真是绝了~~~再见，叶利钦！
                
                ",4
" 重启后故事质量逐渐下降，身为老粉真心觉得ST最精髓的“探寻未知”的精神压根就没怎么拍出来。亮点也有。音乐击退蜂群全片唯一的燃点。派派越来越有舰长风范了。以及我认为对Nemoy爷爷和Anton最好的致敬方式，Spock珍藏的原初舰队的合影，以及结尾的字幕，直接爆哭两次。

        ",3
" 我只能说，孜孜不倦地“重启”，终于毁了“星际迷航”这个经典IP。场面还行管个屁，科幻的内核早就不知道丢在哪儿了。是否也可以理解为，现代人越来越没有科学精神和人物素养？
        ",3
" 太想哭了⋯人生中有再多迷失跟徬徨只要遇見你我共乘一船都能克服，因為團結就是力量。寫出這種很老套的話單純因為我被這種宇宙間最真摯原始的情誼打動到不行

Space, the final frontier ....
        ",5
" 非常喜欢，果然是普世价值的典范作品，每一部都有泪点都会元气满满，感人之处顺其自然，毒舌之处毫不留情。再次证明，这个系列，是对美好和温暖的完美演绎，是人类所珍视的普世价值观最直接的体现，是看完过后会被治愈会想去探索未知会相信自己所向无敌的电影。不要相信海报和预告，正片没有那么多炫光
        ",5
" 相比较三年前的星际2，各位男主演不仅老了，而且胖了......
        ",5
" 保持新篇前两部的气质：浩瀚壮阔的星际旅行、温暖基情、冷幽默、小泪点、各角色性格、全员弃船的悲壮…除此之外，情怀牌在这一部里推向顶点，伪粉表示全接收。“你的浪漫很老派” 遵循逻辑的史波克，依旧是最理性与克制的迷人化身。
        ",4
" 等演到100集大结局的时候麻烦把我叫醒一下。
        ",3
" 配合50周年，这回拥有老版风骨。西蒙编剧，特意加了很多老版梗，还不忘自己在《屋事生非》中的“Skip to the end”梗。延续了各族生命共建和谐的LLAP主旨，反派克劳成为真正的“迷航”。摄影上的无视地平线，用噪音和鼓点击退蜂群，都是亮点。结尾的老版大合影、缅怀尼莫伊&安冬让人泪目。
        ",4
" 喜欢约克城的效果、结尾星云及动画末尾那孤独又顽强的企业号。《Sabotage》摇滚波式轰炸敌方机群较燃，林诣彬成功把他擅长的风格尤其是节奏感融到了片子里，镜头流畅利落。反派稍含糊，还总给主角带光环。西蒙幽默技术男专业户。索菲亚表现抢眼。缅怀伦纳德·尼莫伊，献给安东，生生不息，电影中永存！
        ",4
" 三星半，那场摇滚高潮戏还是非常提神的。而之前的很多冷幽默，是不是有西蒙·佩吉参与编剧的功劳呢？将致敬完全融入剧情，倒也是很用心的做法。索菲亚·波多拉仍然很出色。
        ",3
" 片尾就像是一片优秀中学生作文必备的拔高段落。。但没有这个段落，星际迷航系列还有什么意思？
        ",4
" 难看到哭，科幻的内核已经完全被丢弃。
        ",2
" ""Let's make some noise!"" The beastie boys save the galaxy with classical music.
        ",4
" 散场后大家都坐等到Leonard Nimoy的致敬辞。老Spock过世，小Spock的心理活动居然就这么三言两语交待了，编剧没情怀。小舰长的成长也生硬敷衍得很。反派的动机吐槽不能，而且这身份设定让星航变成带科幻背景的反恐，眼界越来越小。好的是主要人物都有戏份。蜂群设定和高潮的反攻还挺带感。
        ",4
" 拍电锯惊魂的去拍速度与激情了，拍速度与激情的去拍星际迷航了，拍星际迷航的去拍星球大战了。这都不叫事，烂都烂的这么平庸，叫事。
        ",1
" 2016夏天唯一能看的Blockbuster。1>3>2。
        ",3
" 躲过了谍影重重，没躲过碟影重重……企业号被拆成碟子那段被晃成伯恩。
        ",4
" In loving memory of Leonard and Anton 🖖所以这是个rock n roll拯救全人类的故事么，可一上来就把enterprise给炸烂了真是太心疼...这部医生和大副变成笑点担当了，Simon是编剧，可惜他的戏份却远没有上一部讨喜，再多写点儿呆萌geek的故事啊！Captain飚摩托车也是时刻跳戏速度与激情，林导风格明显
        ",4
" It's good to see Star Trek returns to its comforting glory.
        ",4
" 团队羁绊表现得很好，一切都渐入佳境。剧情尽管都是套路但好歹是个完整的故事，看到后来有点悲伤。Beastie Boys插入强行五星，因为我的脑海一片空白，而大家都在点头跺脚打拍子。
        ",5
" 三星半。50年大体量长系列的接盘侠完成的算有质有量、面面俱到，情怀趣味两手抓，林已经不容易了。为Xscreen特制的外景和极个别室内戏的全景画面占全片1/5（但渲染精细程度不够高），其他时刻正常，小心地用这项技术在太空电影里是可接受的，但怀疑每年很值得被X化的电影仅个位数部，可观者更是稀缺。
        ",4
" 3.5。1.很中二很迷航的星际首映之夜，当摇滚乐冲破蜂群的那一刻，我还是被真的燃到了。2.船长很帅，Spock很萌，但我最爱的还是西蒙·佩吉，默默捉到了他的手。
        ",4
" 重启新三部曲里最好的一个，怀旧、致敬、创新的平衡把握的不错。整体虽然都是套路，但是套路里有一点新意。
        ",4
" There is no better way to enjoy rock n roll other than watching the waves of enemy ships crashing into each other like fireworks.
        ",4
" 重启版中最喜欢的一部，探索、战斗等该系列核心主题重现，同时兼顾科幻动作片的质感，作为粉丝可以接受。故事就那样，反派弱一些，西蒙的剧本对角色刻画和加入的笑料太赞，战斗场面调度极佳。09年初版小吉姆飙车的那首《Sabotage》恰到好处的回归，响起的时候整个人都燃了！RIP尼莫伊先生和安东
        ",5
" 坐等二刷！对N爷爷和原初成员的致敬泪目T . T
        ",5
" 彻底审美疲劳了好嘛…西蒙的剧本也是很一般啊…
        ",2
" 比JJ的两部更有老版感觉（比如对飞船近乎迷恋的展示）。前半段铺陈得很细致，探索未知的情怀传达到位。后半段上演速度与激情，场面新鲜过瘾，特别是摇滚乐杀虫一段极其热血华丽！结尾略显俗套，有点对不起前面的铺排，倒是点出和平主题有现实意义。笑点不算多，冷幽默很自然。新三部曲里最佳的一部！
        ",4
" 看前整个人非常累，感觉马上就要睡着了。幸亏片子比较好看，又醒过来了。BGM燃。
        ",4
" 卖情怀卖得蛮有水平，看到LM爷爷和狗狗心里都是泪。不过说真的进取号应该也挂个XX天无事故的牌子吧，这几部电影持续遭殃。角色都是满分，情节只能说过及格线。
        ",4
" 片尾蹦出""For Anton"" 哇的一下就哭了
        ",5
" 《Sabotage》响起，舰艇冲进蜂群，画面爆炸，把我的热血也引爆了，太骚太燃了。
        ",4
" 伪影迷已被成功圈粉。很喜欢系列电影单篇独立性强，从哪一部开始看都不会感觉到被鄙视，并且看过之后有动力去补之前的内容。片尾安东的名字打出来，被全场的掌声带的泪目，r.i.p
        ",4
" 坏人两次都被飞船像拍苍蝇一样给拍了，第一个还直接给拍死了。亚裔gay couple还领一个孩子这个情节在国内上映时估计是要被和谐了。
        ",None
" 搖滾樂大敗「外星人」的梗又可以撩一陣了⋯別走
        ",3
" 送女朋友的礼物选贵不如选对，音乐品（吵）味（闹）太重要，拥有一个能文能武的医生更重要，记牢这三点保准你能在太空保卫战中以弱制强逆转局面。
        ",3
" 到处都是套路，便很难获得惊喜
        ",3
" i mean it was ok...
        ",3
" 一首摇滚救地球+苏联小哥好心疼+呆萌spock谱写新恋曲+舰长哥眉毛好浓好浓
        ",4
" 特效大场面都挺好看的，重点是没有lens flare的世界真美好啊真美好！反派实在太弱了，浪费演员。可以当群戏看，Bones的台词亮点最多。纯路人，可看到Anton在银幕上那么可爱，顿时觉得现实太伤感了。
        ",None
" 去提升了一下审美… 韩裔小哥好帅… 自我在旷野中呆久了就会迷失的梗，作为老路痴，真是感同身受。
        ",4
" 竟然一直没码…致敬的镜头太多了，正儿八经的fan film
        ",5
" cried like a baby
        ",5
" Alibaba Pictures亮闪闪 Kirk步步先机不犯错 片子花了40％的时间聊情怀 于是我睡着了
        ",4
" 风格与前几部惊人的一致，人物依然性格分明，各司其职；情节依然条理清晰，高能不断。虽是林诣彬指导，但精彩丝毫不减，足以见他在“速度与激情”里练出来的一手好本事。
        ",4
" 三星多一丁点。冰岛电影有半场休息（我觉得是给他们时间补给垃圾零食吃），正好展现出，这一步上半截完全没什么看头，下半截还有趣了一些，但整体就觉得是个电视电影，不太沾的上精彩二字，略失望。下周Jason Bourne，再下周Suicide Squad，这个夏天的爆米花就算过去了。
        ",None
" 电影院很久没出现“约克镇”这样的东西了，毫无疑问是今年最佳好莱坞大片之一，“古典乐”踩着生猛的节奏，狂扫着整年数不清的烂片，再度证明了林诣彬出众的执导能力。西蒙佩吉聪明的编剧头脑无疑也是本作成功的关键，不瞎搞乱七八糟的设定，着力于角色塑造，做得非常完美，台词甚至没一句废话。
        ",4
" 看完的第一反应，就是想起来前两集的好…导演换了就这么大差距么。另外结尾没有彩蛋大家不要等
        ",3
" 爽得汗毛竖起 美得灵魂颤栗 感动得痛哭流涕 
        ",5
" 感觉节奏感不如上一部，两刷全都看困了
        ",3
" 太感谢跟这些美妙的人一起经历了众多动人的故事，那些吸引我的和为我所热爱的，始终都没有变。
        ",5
" 怒赞台北良心电影院！2D巨幕看着爽死！没什么圈钱3D！绝对是重启三部曲最刺激的一部！动作戏是前两部之和的两倍！全程炸裂高潮一直到结束！伊德瑞斯艾尔巴饰演的反派太抢眼，虽然动机和剧情一样都很模式套路但就是看得很爽啊！还有斯波克的女友追踪项链那里笑尿！结尾缅怀安东尤金，再一次RIP！
        ",5
" 最近在看了David Graeber分析星际迷航然后又在EMP Museum看了Star Trek展览之后已经完全无法单纯看待这个系列的电影了。
        ",3
" 真是林诣彬式的刻板无趣。
        ",3
" 太空~音浪太强~不晃~会被撞到地上
        ",3
" 漂亮漂亮真漂亮
                
                ",5
" 感觉有点中二，有点高开低走，是编剧的锅，幸亏舰长和大副还是有一定量的对手戏的。。。
        ",3
" 很好地解释了为什么唱歌可以输出战斗力的问题。
        ",4
" 热闹但缺乏个性。整个剧情搬到银河守护者也没什么大问题。部分角色仿佛出自星战。用这么多速度与激情的细节are you kidding me
        ",4
" 重感冒，戴着3D眼镜莫名眼热，看到俄罗斯小哥止不住地泪流满面，生理心理双重作用。球形城市的构想和呈现都特别灵，当然最华彩的还是摇滚乐杀怪那段，看得我肾上腺素要爆表。
        ",4
" 外星人一定是天顶星人的后代，老飞船是MACROSS。
        ",4
" 这种故事留给漫威拍就好了，星际迷航还是应该人与自然一些。
        ",3
" 剧情逻辑经不起推敲。打个比方，大反派因为被男朋友甩后多次联系电话对方未果，从而怨恨天下所有的男人都是拔屌无情的碧池，若干年后拉了一大帮姐妹去男方家里撕逼搞事情，欲放火烧光灭之而后快，最奇葩的是这人知道自己住在一个可以屏蔽任何手机信号的铁房子里，依然认为是全天下人负我。🙄
        ",3
" 星际版速度与基情，Bromance依旧抢戏不少。宅男的老派浪漫，果然唯有摇滚才能拯救世界，刀锋女要成官配的节奏。星辰大海，繁荣昌盛！
        ",4
" Rock & Roll save the Federation.
        ",4
" 铁杆粉有点失望啊！没有jj abrams的星际迷航，就算演员之间的化学反应再好，再好的戏也出不来！
        ",3
" 细节设定硬伤也是没啥好追究的了，反正上来就搞掉了warp drive然后把enterprise全程丢在一个未知星球，大家齐心协力去打怪最后赢了，就这么点破事。TOS照片，纪念老大副和安东，泪点这些。二刷三刷的主要动力是美到窒息的yorktown
        ",5
" 好想看未来，好想出生在星际航行时代啊。
        ",4
" 剧情单薄，编剧你的脑洞不能再大一点点吗？好没劲
        ",3
" 瓦肯长流，生生不息。
        ",4
" 依然是不可錯過的IMAX 老梗致敬完全是我的菜 說實話最後合照出現真的有被感動到 林诣彬把他在速度與激情那套Family放在了ST里完全不違和 除了是Team 更是Family 完全喜歡看到整整齊齊的船員們~ 真的喜歡每一個角色
        ",4
" 挺好的。普通观众喜欢的眩目特效和动作场面，Fans盼的糖和催泪情怀都有了。每次听到Anton用那萌萌的小口音说着captain captain就觉得太伤感太伤感。
        ",4
" 剧情不复1的惊艳，越来越套路化了
        ",3
" 开飞机放摇滚日穿蜂群还是让人很爽的。这个title还停留在60年代，Interstellar停留在80年代，Gravity停留在90年代，只有Martians是新千年的科幻。——然而，观众只能接受60年代的东西。
        ",3
" 不开心啊！导演我知道你喜欢骨头还不行吗！不要强行加戏强行拆我cp强行4p啊！舰副cp总共互动才两次！两次啊！不行就算Spock生了孩子我也不承认他是骨头的！
        ",3
" 3.5 在太空科幻大片的标准流水故事线里，还是玩出了些许新鲜感【踩着古典音乐节奏打小蜜蜂】，在今年一众看着只想翻白眼的大片里已经算是很不错的了。群戏精湛，各角色戏份不偏不倚发展平均，但也逃不出角色心理转变过于简单化的通病，不过强调群戏却也跟电影贯穿始终的团队主题非常契合。
        ",4
" BGM燃到不行，拿音乐当武器这个脑洞简直太有才了( • ̀ω•́ )✧官方强拆cp,伐开心…白发妹子大赞!
        ",4
" 3.7星。1.音乐拯救全宇宙。2.片尾的字幕真的是要懂的人才会泪目啊。3.团结就是力量。4.开片就放大招儿，进取号变蜂窝，倒是显得中间弱掉了。5.反派飞船自爆让人想起《王牌特工特工学院》。6.我觉得观赏性比《星球大战7》好点。
        ",4
" 出字幕才发现这次主编剧之一是瘦瘦（另一个客串了Sulu男票！），怪不得高潮的解决方法会这么宅好喜欢，最后原初全家福和企业号重建的场景也直戳泪点 In loving memory of Leonard Nimoy. For Anton.
        ",4
" 难看哭；还space as new frontier，听到美国说这frontier这个词我就烦
        ",2
" 像是回到上个世纪一样，故事画面都是复古风格，最后结局更是完全把老早的角色挪过来用，反派塑造的不如上一部本尼，主要是气势不够强大，船员之间的关系处理太到位，故意将之分开制造大量的笑料与情感戏，特效动作场面令人拍案，那效果就像置身其中，2D的高亮度更是提升这种感觉，还有那首音乐你赢了！
        ",4
" 什么鬼片！
        ",2
" 心情蛮复杂的，电影还不错，但它不是《星际迷航》该有的气质。小舰长老的有点快，大副的皮肤倒是越来越好了，很想问他用了啥化妆品。苏鲁原来你有老公和女儿了！以后再也听不到契科夫的口音了，伤感。想起老大副生前最后一条推特：完美时刻曾经有过，却无法长存，除非留在记忆之中。
        ",3
" 愿故事永不完结。LLAP
        ",5
" 少年雙俠能否攜手克服青年危機？蘇魯出櫃是否對原作精神出軌？探索與共融不再是ST的核心價值了？這些無解的粉(fans)問題夠奇葩說鬧個一季，但無解於本片的疲怠和平庸；飛車林導和僵屍肖恩還沒適應太空劇場的尺度。真正亮點是大國主義的序曲：無禮而猜疑的夜郎國君終須被馴化成一條不穿褲子的牛頭犬。
        ",None
" 摇滚改变宇宙。
        ",3
" 镜头很漂亮，宇宙超美，对战非常精彩，以及致敬！超多致敬！ST6，ST7，ST8，ST9，DS9等等等等【但是致敬镜头情节太多既视感导致总觉着故事缺了点新意…算是JJ的遗留问题吧……这艘船真的太需要来几张新面孔了……【星星都给安东和N爷爷……
        ",5
" 没有歌姬唱什么摇滚
        ",1
" 实在要比第二部好看太多了，反正令人印象深刻了许多，故事无时无刻都处于一种高潮迭起的状态，用于过度的文戏也是充满了一些智慧的小幽默，不光避开了那些使人犯困犯尴尬的拖拖拉拉，还让人物变得更加的立体，大家都有足够的发挥空间，让整出戏都具有十足的看点。致敬的桥段固然煽情，但真的很感动。
                
                ",5
" 可以说是海外军团老兵联手疑似被殖民民族反杀报复社会的故事，里面还有疑似致敬太空堡垒的梗（音乐拯救世界）。在这样一个对世界大同、交往理性空前怀疑的年代，最新这部对乌托邦的怀疑显得特别及时和可贵，立意高到哪里去了……而且看得太爽了！给simon加一星！

        ",5
" 爆米花套路戏，不过视觉还是很不错的。但是还是仍不住想喷一下性别歧视，凭什么女领导就一定是短发+公鸭嗓的设定？另外，安切洛蒂究竟在哪里？貌似没有看到啊.....
        ",4
" 3.8/5，太空版的速度与激情，嗯，速度与基情，进取号被打成筛子，最后音乐拯救世界也是66666。反正每次到了生死存亡的关键时刻，看着周围的小姑娘叫的撕心裂肺花枝乱颤，我都想，怕什么，都是套路，反正柯克总也死不了。
        ",4
" 太爆米花了反而没有Star Trek的精神。
        ",3
" 剧情稍微有些简单，但是史波克实在萌炸天
        ",4
" 啊，好看。
        ",5
" Rock N' Roll's can save the world!
        ",5
" 妖都首映式，亲眼看完派派他们又在银幕里和他们相回。与J.J. Abrams前作截然不同的ST风格。前面紧张磅礴，后面趋为沉闷。当AOS老一辈的照片出现时十分泪目！看着Anton的画面总有阵阵感伤。确实比不上前作，但我就是要打满分啊！In memory of Leonard Nimoy.For Anton。最后主演们轮流念经典对白收场。
        ",5
" 五味杂陈。遗失在时间里的人，美国是世上最好的国家，可故事开始于对用食物医疗安居迎接他们的印第安人的大屠杀，世上的事怎么都是这样，没有全然美好的开始，每个反派都是你们造出来的巨大悲剧，而你们有更好的选择吗？等更好的未来，毁灭过去的记忆
        ",None
" 没有了JJA的炫光看起来真的舒服多了！放音乐干扰那段全场最嗨！企业号全员赛高！新角色Jaylah姑娘又酷又萌！R.I.P. Leonard and Anton.TAT
        ",5
" 瘦瘦 公放有理：））
        ",4
" 一首摇滚救联盟···
        ",2
" 三星半吧，美队，复仇者，X战警，星际等系列，已经都成了披着科幻皮的动作片，剧情也基本那个套路，毫无惊喜，遑论科学幻想。。。唉，期待《降临》。
        ",3
" 比起前两部，只能给两星。“科幻”在哪里？FF系列太空版啊这是。
        ",2
" 目前最具古典气质的一部，不管是美术的返璞归真还是剧本的陈旧气息。最后居然超时空要塞桥段算是另类惊喜，非常漫改（误）的一部ST。约翰卡朋特的太空冲浪。后脑勺的工口抱脸虫。没有lantern的扇区真麻烦呢哈哈哈。
        ",4
" 很喜欢开场 Kirk 描述星舰上的日常生活及长期航行所带来的困惑，立意与笔触高出普通科幻特效作品一大截。其次是初见约克郡，一幕幕的场景就像科幻小说里的插画活了过来，令人向往 (・∀・) 最后，原声满分！
        ",5
" 在7.21晚上比美帝早一天刷掉了这电影。比上一部好，整体设置也是。Sulu的性取向那里，因为没太突出也没展开，就有种不尴不尬的味道。电影的视效超赞，我说的是超赞！而且，很欣慰这电影highlight了铁三角而不仅是SK两位的bond。看到尤金还是忍不住好难过。Idris还算是小露过真容，Sofia真靠字幕才知道
        ",4
" 摔，随便摔，就让咱们摔进新时代，咱进取号不差钱，爱迪生又一次当了反派，深深怀念两星Dif-tor heh smusma.
        ",5
" 万达CBD店2016.9.2.11:50pm IMAX+3D
        ",4
" 为什么没有人吐槽富兰克林号起飞前自由落体急坠的那一瞬间，所有人都向前栽？！根据惯性作用，难道不应该靠向椅背吗？
        ",3
" 三星半。作为ST粉，植入的致敬虽然有被触动，但总觉得生硬。或许太过重视视觉效果的呈现，比如开头的视觉反转、结尾的大战、营救戏，角色本身性格刻画反而不够突出深刻。史波克一味强调“逻辑”的反差萌点，丢失了他对中间身份的迷惑挣扎。反派黑化的心路历程，寥寥几笔就带过。科波拉抢了风头。
        ",3
" 原来最后的In loving memory of Anton是纪念那个可爱的俄罗斯小子，亏我每次看他出场还笑得那么欢。。。真是可惜了
        ",3
" 蘇魯的男朋友出現了，還領養了女兒，好有愛。Sabotage氣勢磅礴，忍不住跟著節拍搖擺。Live Long And Prosper.
        ",4
" 抗争使进步，宇宙无尽，探索无止。勿落单，团队协作精神散发光芒——We‘re teammates！喜欢苏鲁的同志家庭——Warm~~~
        ",4
" 正后方坐了个格外爱笑的老美，我却难得没有感到丝毫不耐，反而觉得是件极幸运的事情。如今情怀因滥用而已近贬义，令我不知该说些什么好。关于抉择 关于黑夜中独立的Spock  摇滚乐战的片段格外有趣 
        ",5
" 请务必建立星际PTSD关爱组织
        ",4
" 这三部里我最喜欢的一部！这部把一二部的优点都给融合了---第一部的简单故事+teamwork合作路线；第二部的声效“大片”感。还加了个我爱的角色！【ZQ 派派归你们，John Cho嫁我><】---For the loving memory of Leonard；For Anton
        ",4
" 棒！比JJ导演的前两部更好看。如丝般顺滑的镜头运动和消失了的镜头光晕，节奏张弛有度，大部分情节点转接靠硬科幻，而不是星战那样肥皂剧。大部分笑点萌点在Bones身上。Sulu是gay好评。Chris Pine露齿笑真是整个世界都融化了。另外Simon Pegg叔叔的编剧能力越来越好了啊。点赞。
        ",4
" 所以它告诉我们摇滚拯救世界？ps.看之前骆驼告诉我剧本是SimonPegg写的简直开心死了嘤嘤嘤
        ",4
" 非星际迷看来，有些梗是不能理解，片尾的星云最3d了。9.2 with cici
        ",3
" 塔达林、虚空光辉舰、黑暗圣堂武士、黑百合、古尔丹、现代启示录、利维坦、虫群……bug多到令人无语，好烂……
        ",1
" Beastie Boys，嗨呀
        ",5
" -We can't jumpstart it -眼神
        ",5
" 老派，比星战好看得多，应该是安东戏最多的一集，可惜了
        ",5
" 复仇的故事更凸现人性，就是更坚定，这集觉得老骨头和斯考特太有爱了！还有，主角该减减肥啦，最爱的斯波克君还是他独有的方式，live long live prosper.
        ",4
" 狂轰乱炸震山摇，顶级的制作团队，质量依然在水准之上，对于未知的探索从未停歇，炫目的特效场景和大气磅礴的配乐，相得益彰沁人心脾，动作设计上的巧思和角色的幽默风趣归功于导演林诣彬和编剧西蒙佩吉，摇滚乐震慑外星入侵蜂群，年度热血嗨爆的场景之一，调度极佳，节奏明厉，缅怀安东让人无限悲伤
                
                ",4
" 镜头很漂亮，宇宙超美，对战非常精彩，以及致敬！超多致敬！ST6，ST7，ST8，ST9，DS9等等等等【但是致敬镜头情节太多既视感导致总觉着故事缺了点新意…算是JJ的遗留问题吧……这艘船真的太需要来几张新面孔了……【星星都给安东和N爷爷……
        ",5
" 导演编剧赞，动作设计赞，情怀赞！爱上这个系列了！
        ",5
" 这集好温馨啊。笑点/泪点也多了些。但有些台词也真的是复古了点。
        ",4
" JJ退居Producer后，林诣彬接手导演，素质果然提高不少。Simon Pegg剧本，比上一部直接照抄老版第二集的剧情高了不少。Krik舰长的头发能不能染好点，看着太不专业了。剧情暗示下部两主角可能换人。致敬环节比同一导演的 速度激情7 自然合理的多的多。精彩的结尾staff后致敬两位去世的主演。
        ",4
" 约克城和量子摩托好棒!
                
                ",4
" 视觉效果不错，故事有点无聊，好吧。虽然我是一只是粉来着。
        ",4
" 新角色毫无存在感 全程星球大战山寨既视感
        ",2
" 一部诞生在系列重要节点的《星际迷航》作品，既是50周年纪念，又是对两位重要演员的缅怀。致敬的部分水准较高。情节上则没有太多创新，没有剧集探索宇宙的快感，仅仅又是一部反恐大战，反派动机也和上集过于类似。另外，过厚的化妆实在埋没了伊德里斯·艾尔巴的演技。
        ",3
" 摇滚乐会伤害你的身体
        ",None
" 我觉得不错啊，为什么大家觉得烂
        ",4
" 一部让trekkie老泪纵横，热泪盈眶的片子。看了预告片的时候真的非常担心林诣彬会把它搞成速激星际迷航版。然而比我预料中好很多。西蒙巨巨让它很有当年TOS的味道，铁三角的关系更加明显。船员的戏份也均衡了很多，人物也都更立体。就是打斗镜头晃得不行看着晕.最后，for Anton and Lenard. LLAP!
        ",5
" 中规中矩，新来的婕拉好酷
        ",3
" 没有某些公众号吹的那样啊，个人觉得不如第二部。
        ",4
" 只要船员在的地方，就是进取号！
ps 摇滚boomboom那段看着超爽     
pps 又见医生梗！  
ppps 林导的致敬方式简直太犯规了
        ",5
" 作为这个系列的路人，看的绝对带劲。至少爆米花性很高，情节紧凑不多花一分钟来演内心戏，全程打打杀杀，套路的很。虽然剧本傻逼了点，坠船后，史波克和柯克舰长的两条线基本属于废戏，但开头结尾的高潮动作戏都让人爽翻天。
                
                ",4
" 这真是个神奇的系列，每次看都忘了前面讲过什么。宇宙真的好美啊，摇滚那段非常加分。
        ",3
" 我就要给五星 比上一部好点
        ",5
" 有Anton的每一个镜头都让我想哭，而事实上大部分时间我也的确这样做了。离结尾差不多十分钟的那张照片直接让我毫无防备的哭到字幕结束。不是盈眶，不是落泪，而是在一片黑暗里忽然就难以抑制的大哭起来。然后是几秒钟黑屏后的那两个名字。会一直想念你们。会一直喜欢你们。
        ",5
