comment,rating
" 看的人特别多，找了很远的影院才看到，imax那种巨大的厅，音响超多，配合这个片子的音乐，简直绝了，剧情和梗还是老套路，就是音效实在太牛了，立体环绕绝对吓到魂不附体，旁边的黑哥全程抱着腿不离座位，绝对以后不作死在电影院看
        ",5
" 辛辛苦苦积蓄一生买的房子，总是有个恶灵出现和你说，这是我的房子，你只有使用权！用春秋笔法干涉我国内政，温子仁这个汉奸，必须公开道歉，不然就圣战让你寸草不生！！
        ",3
" 一如既往的牛逼，唯一的遗憾是上集的驱魔助手没了....坐等温大师继续拍下去，千万别给其它人拍啊！
        ",5
" 还是不如第一部，不过有几个惊悚的点还是非常吓人的
        ",3
" 我已经吓死了  再见
        ",5
" 视觉效果做得不错，故事比《速激7》用心，一句话简介本片：长得像玛丽莲·曼森的魔鬼会狮吼功，拆墙破窗不在话下，他一张嘴就像日本口裂女。
        ",4
" Warren夫妇这CP我吃了还不行吗？温子仁的旋转镜头，渐变，小道具，音效，冷幽默，本格伏线回收，以及对恶魔高清形象的吝啬一如既往。才播十分钟，预告片里个人感觉最恐怖的桥段已经出现，我就意识到情况不对，但是来不及跑了……玩具消防车和斧子劈门想到闪灵，词典和十字架则属于驱魔人，精彩。
        ",5
" 全程高能，从头到尾高潮迭起，温导真是厉害，新花样层出不穷，分分钟吓到要断气，这次不同于前作，留悬念玩反转，不一样的套路让人为之振奋，但整体上不及第一部流畅和震撼。从潜伏系列至此，温导一直在借恐怖片来诉说人情，亲情爱情在恶灵的衬托下更显强大与温暖，闪耀着人性的光辉…
        ",4
" 温情戏太讨厌了，就不能正正经经好好吓人吗？第一部没出现奇奇怪怪的鬼啊怪啊光靠营造气氛都吓得不行，这一部搞得跟捉妖记似的，最后除大boss的技巧也蠢得要死，叫一声名字就死了。
        ",2
" 从此无法直视玛丽莲曼森 
        ",4
" 温老师的镜头越来越jian，总是感觉会有东西从哪里冒出来，全程绷着神经看完感觉虚脱了，还有那个被附身的小女孩你演这么投入以后找不到男朋友的你知道吗！
        ",4
" 最可怕的是，每当演到恐怖情节时，戏院的其它人就会不约而出地发出笑声。操！是只有我一个人能看到那些东西吗？！#一个脑洞# #细思极恐#
        ",3
" 洗剪吹小温到底是有多爱《闪灵》啊，狭长走道里的修女，斧头砍门全是致敬梗。整体有点向《潜伏》系列靠拢，大玩特玩“里空间”，CG鬼好假好雷好多余不如去掉吧。洗剪吹已经把小空间可以玩的镜头都玩到极致了，两个多小时的惊吓最后已经受惊疲劳了，感觉今年没必要再看别的恐怖片了。
        ",4
" 没被真人真事缚住手脚，后半部分出现温子仁的招牌式反转，然而我决定以后还是跟恐怖片手动再见了，妈的吓破我狗胆！
        ",4
" 居然风评比第一部好看？！excuse me？！
        ",3
" 全程高能。能看出温导把很大一部分精力用在了惊吓效果上，密度和强度几乎是上一部的三倍，镜头语言和timing之娴熟达到了他迄今为止的最高峰。这也让本就没什么追求的故事主题显得更没存在感，尽管剧情打动观众的能力比较有限，但其作为恐怖片的娱乐价值无疑是出类拔萃的。
        ",4
" 瘟神的恐怖片大荧幕看真心酸爽，音效真的太给力，电影院里的全被吓得一通鬼叫，看完后两天睡觉都不敢关灯。前半部神秘十足，后半程节奏加快不停爆发，西方魔鬼阴霾配合东方式的吓人方式代入感极强，基本是恐怖片目前的制作水准集大成，技术上的高度纯熟也标志着詹温成为新时代当之无愧的恐怖大师。
        ",5
" 粉了温导多年 看了前四十分钟还以为老温才尽了呢 没想到后面留了一手 还搞了段锦上添花的温情戏
        ",4
" 者行孙，我叫你一声，你敢答应吗？
        ",1
" 当代恐怖电影大师，无人能出其右。
        ",5
" 蜜汁恶鬼躲躲藏藏，装模作样地开灯、关灯搞效果吓人烦死了，真到正面干架的时候战斗力又是战五渣，傻逼透了。
        ",2
" 温哥这次果然又没有让人失望，你不得不承认很多桥段和手法都是他用惯的东西，但我们总能在看的时候尽情享受那种接近临界的极端恐惧。那份摧枯拉朽的恐怖音乐和主角歇斯底里的呼喊，似乎成了我们与温子仁一年一度的恐怖之约。
        ",4
" 週四晚十點場爆滿。電影院看鬼片真是大型集體行為藝術啊。美好。
        ",3
" 一只傻鬼，为什么自己告诉别人名字？
        ",None
" 好看至极，毫不拖泥带水的流程，几乎get不到的jump scare，演员演技令人意外，场景渲染利落，剧情逻辑性强，音乐邪典动听，音效爽快刺激，少许幽默成分掺入电影，非常有趣的观影体验。 詹姆斯温真是毫不掩饰自己的才华
        ",5
" 繼《招魂1》之後，第二次在電影院裡嚇到漏尿。
        ",5
" 好看！！！超恐怖！每个吓人的点都不cliche 除了结尾的节奏有点被故意拖慢了 跟zmt宝宝看鬼片每次都是环绕立体声尖叫+4D效果 $8.5值！
        ",4
" 感觉要拍成系列了。非常带感，在电影院被吓到脚都没力气了，太爽了。
                
                ",5
" 要不要这么吓人，全程吓尿的感觉！不得不佩服歪果仁怎么能把恐怖片拍的这么恐怖而温情！没有不给五星的理由。
        ",5
" 这是一部爱情片，全程秀恩爱，顺便探查一下鬼故事，中间还有patrick wilson唱elvis名曲。
        ",None
" 好看！！！在恐怖的同时它还是一部很好的电影，这点很重要，比只会用突然出现的东西和怪音效吓人的三流恐怖片不知道要高到哪里去了。
        ",5
" 摄影棒。有几段非常好，如开头的穿窗而过长镜头和高潮的坠楼戏。故事、风格和设定向潜伏靠拢，然而没潜伏那么精妙的剧本基础。远超标准的时长、没重点的长时间jump scare密集轰炸都是问题。
在海内外众多温子仁“粉丝”的疯狂吹捧下，全面不如前作的它硬被吹上了天。你们是多想捧杀温子仁…
        ",3
" 哈哈哈哈求你了玛莲曼森哈哈哈哈你为什么要出来吓人
        ",3
" 这个故事告诉我们，生孩子太多没什么好下场。。。
        ",3
" 隔壁王老汉为遏制强霸民宅的恶势力非法招募宗教界人士做法驱赶超生单亲妈妈，引起地方台轰动，最后由国家宗教管理办派出一双公务员夫妇讲犯罪人员绳之以法。＃但是是挺好看的吓死爹爹了，旁边美国大妞不屑地说啥么这种电影就是一惊一乍的，那尼玛那个白脸容嬷嬷出来的时候你喊得跟高潮了似的怎么说＃
        ",4
" 真应该去电影院看，声音画面都很不错。剧情还行，看的网上的枪版，看了个半懂，就当练听力了。
        ",4
" 太吓人了
        ",None
" 猛！温子仁在这片里大显身手！花样迭出：加了温情、反转、英式幽默的元素。炫技：喝水回头的后景虚焦太惊艳。感觉像给了一个贪玩的孩子一把魔杖，结果玩得天翻地覆！
        ",5
" 最大看点是设计，画面镜头听觉和剧情的处处设计优势凸显，观赏度高。虽还是通灵、凶宅、驱魔等套路，但和第一部吓人程度差不多，远逊还不至于，不少创意点也不错。十点开始看一个人关灯戴耳机调到超响音量把亮度再降低两格，结果吓到又把亮度音量调回正常值。后半啰嗦部分砍掉二十分钟也许更好。
        ",4
" 溫子仁拍恐怖片都拍成精了，我就坐在跟Enfield相似的房間裡面半夜看完這部電影，嚇尿了，好恐怖好恐怖好恐怖，啊啊啊啊啊啊啊！！！
        ",5
" 欧美鬼片气氛渲染我只服温子仁！麻蛋那个恶魔修女怎么长得那么像玛丽莲曼森……女主去书房看到她油画那里感觉最吓人 不知道那玩意是不是随时就从油画里走出来了
        ",4
" 恐怖片还是大白天看好啊，晚上看实在是自虐......我觉得第一部其实更恐怖些，但恐怖片能这么有情节有故事的真不多。最后恶魔处理的快了些，叫出名字就给解决掉了
        ",3
" 是有点恐怖，美国的鬼片就是来的这么直接、粗暴、众目睽睽。
        ",4
" 比起潜伏系列情节的相互触发和完整解决，招魂则在故事线和角色的延续上做得很妙。Farmiga和Wilson请再搭档十部不谢，两人眼神交换间的绵绵情意有时甚比惊悚桥段更抓人。温导镜头感仍是魅力十足，稳而奇，惬意得不得了，速激后回恐怖片领域神气扬扬。只希望曼森修女不是又一部安娜贝尔
        ",4
" 恕我直言，你们评论很好看但是只打两星三星的人都是狗屎，从最开始的八点多分，被你们这些狗屎给拉到了7.8，呵呵，五星推荐
        ",5
" 温子仁的野心越来越大，已经不满足于用技法把观众吓出屎（虽然我最喜欢的还是他的摄影），而是把他的电影做成严肃的剧情片式blockbuster，假以时日，一个成熟的故事模式配上温导的镜头想象力，画面太美……
        ",4
" 依旧三板斧，惊悚复古梗，技法运用越来越娴熟，渐有恐怖大师范。驱个魔还撒狗粮真是跪了！
        ",4
" 比第一部略微弱一点，不过还是高水准。本来期待在场景和主人公夫妇的人物有更多变化和开发，但是都没有，更像是上一部的复制品。
        ",4
" 所以大boss是玛莉莲曼森是吗。
        ",4
" 沿袭温子仁一贯套路，无大惊喜（吓），前半段氛围犹在，大boss泄底后只觉太简单敷衍，置于其系列作品中并不出挑，不过前后线索勾连，倒在有意无意间构建了一个温子仁式恐怖小宇宙；修女版曼森对男主情有独钟，消弭方式过于儿戏，整体有头重脚轻感。
        ",3
" 三个人，午夜开场，坐床上看完，十分之爽。驱魔部分比第一部更加接近黄金时期的SPN，真是要给温导跪下了！
        ",4
" 桥段设计用心。女孩演技爆表。曼森弱气不甘。秀爱无良差评。
        ",4
" 室内戏全程屏息凝神，但凡转出街道外景赶紧多喘两口气，一场电影看下来像跑了一次半马。
        ",4
" 4 不会有后遗症的恐怖片，一惊一乍【有被吓到四次】的恐怖快感只在这两个小时里，不过个人觉得还是略长了，节奏可以更快一点。温子仁招牌式的花哨镜头一个都不少，亮点颇多。
        ",4
" 电影院里看到恐怖场景就大笑的人请直接滚出！劳资和女生看时吓到缩成一团结果就被这些渣渣的大笑破坏啦！
        ",4
" 话不多说了，反正我是第一次知道人在受惊吓的时候真的是会颤抖的。当两个学电影的小朋友一起在空空如也的电影院一起看招魂的时候，上一秒两个人还在说“哎卧槽这个camera movement很牛逼啊” 下一秒就“啊啊啊啊啊啊卧槽吓死爹了”
        ",5
" 影片摆明要吓人的地方都好心地给观众提供一个可以事先做好心理准备的过程…结果TMD还是被吓得不轻啊！最后的两次破解也不错。一些情节的设置虽然没有很好地合乎逻辑和解释，但至少不突兀的引向了结局的合理。PS.旁边坐了两个不认识的女生，被吓得缩了好几次身子，让我突然好想交个女朋友一起看恐怖片。
        ",4
" 环球驱魔公司 玛丽莲曼森友情客串 老头忒不地道 欺负人家孤儿寡母 男猪又作死 女主:叫你一声你敢答应吗?
        ",4
" 感觉比第1部弱，恐怖感也不足，吓来吓去的有点重复，收场也还是太仓促，驱魔被一笔带过，修女这也太弱了啊。摄影不错，小女孩表现不错。这片子强势植入了一个主题——直面恐怖。专业驱魔夫妇来直面可以理解，可是一家人都被搞成这样了，正常去睡大马路也不会再回这阴宅了吧…回去干嘛，招魂吗？两星半
        ",3
" 把恐怖片拍得跟Mad Max一样是温子仁的本事！能让我哭出来的恐怖片仅此一部，可能是这家太可怜，可能是驱魔伉俪太感人，也可能是太TM吓人了。全程高能，一波未平一波又起，真刺激，这不是坐过山车，是我的飞船要坠毁了QAQ 称温子仁为当代恐怖大师绝对不为过。简直海啸一般。
        ",5
" 真棒，主题也很好，转折也赞。就是那个谁有点出戏，根本止不住大笑嘛！难怪前两天看完《招魂2》的友邻短评里都是在说他的哈哈哈。但关于恶魔、关于混乱和邪恶的探讨，我还是喜欢反主题的。或者这是我更偏爱灵异而非恐怖的原因。每一份子都有开口讲话的权利。
        ",4
" 温导已经是恐怖片类型领域的扛把子了，在结构上有突破，难得。对我个人来说，一个小遗憾就是这片的大boss，妆化得太有玛丽莲.曼森的感脚了，每次大boss一出现，我应该头皮发麻才是，结果却总是脑海中自动浮现《Sweet Dreams》的吉他前奏...  ...
        ",4
" 对于不敢看恐怖片的我来说，简直全程高能，幸亏有人陪着我看，电影确实不错，各个地方处理的都比较贴合，结尾稍微有点拖沓，但是瑕不掩瑜，仍旧是一部好电影。
        ",4
" 关键时刻还是圣经管用，维拉开挂法爆秒了玛丽莲曼森。悬疑手法、氛围情境渲染太棒，视听效果真的不错，全程无尿点。7.7
        ",4
" 不如第一部恐怖，不过视听语言更出彩，温子仁的运动镜头甚至比剧情更令我着迷。两个语言游戏的构思挺出人意料，结局也不像前作那么虎头蛇尾。PS：近三年能真正稍微吓到我的电影，非恐怖片仅有[狩猎]（两处镜头），恐怖片则包括[着魔][杀人漫画][鬼婆][德州电锯杀人狂](1974版)[怨鬼之家]。（8.0/10）
        ",4
" 【B-】在我看来，这也许就是温导的风格奠基之作了。做到了可以大部分时间完全不渲染气氛，仅靠单独的序列来吓人，将类型元素（恐怖）像动作冒险电影一样提纯段落化了，做到这个程度还是很厉害。至于效果如何那就见仁见智，全靠镜头调度，其实也就是升阶的“惊乍”式电影罢了。
        ",4
" 温导正常发挥，小女孩十分可爱，然而没有第一部恐怖
        ",4
" 个人觉得第一部要更渗人一些 这一部的剧情比较按照观众的体验在走 几乎没有超出预设范畴 于是总感觉少了些惊喜 但叙事流畅 节奏掌握 镜头设置都是上乘 导演相当走心！
        ",4
" 这是一部爱情片，全程秀恩爱，顺便探查一下鬼故事，中间还有patrick wilson唱elvis名曲。
        ",None
" 好吧，并不觉得有风评的那么优秀。吓人挺在行，一照面就趴窝了，这算哪门子的厉鬼啊？第一集就想问了，从什么时候起，教会出面前先要收集证据了？上帝存在的证据你们都收集到了吗？你说这信仰还能坚定吗？逻辑一介入，就想发笑了。一发笑，就再也不觉得怕了……
        ",3
" 当被吓到一起尖叫，然后大笑，这种时候就是看恐怖片最美好的时候吧。
        ",None
" 太好看全程高能，惊吓密度几乎是上一部的翻倍，温子仁以一贯娴熟的伸缩旋转镜头和低气压氛围的处理，给人造成一种阴仄逼人的压迫感，这种手法的推进离不开优秀的音效配置和演员逼真入骨的演技，代入感和耸动性成正比拉锯，几乎没有拖沓留白的部分，每一分钟都在随时准备进入戒备状态，这种感觉特别激爽
                
                ",4
" 又是一部驱魔夫妇全程虐狗顺便打打鬼的故事w因为恶灵太过强大反而有种不是在看鬼片只是在看一群人打Boss的错觉，论惊悚程度个人觉得上部更胜一筹。
        ",4
" 失控的片長，真疲勞
        ",3
" 恋恋住家鬼，
呆萌抢遥控；
浓妆修罗煞，
蠢萌惧本名。
母爱一碟小饼干，
驱魔伉俪撒狗粮
        ",None
" 讲道理，那个valak像不像leto版的小丑?
        ",3
" #柒捌捌〇看电影#喵呀，我竟然看了，大白天的在办公室，所幸。求今晚别记起别失眠好吗。如果在电影院看的话应该会被吓滩屎的。
        ",3
" 事实证明，恐怖片就该在电影院跟大家一起看！！！一点都不怕了呢！！！@iSQUARE
        ",4
" 人鬼大战，笑得我底裤都掉了。上世纪70年代怀旧感的音乐，精致靓丽的摄影布景，恐怖片果然看到一定程度就会看成喜剧片。虽然俗套桥段多，但平静之后的高潮爽透人心。Madison Wolfe小妹妹超漂亮！戏中的小女孩们都超美！Frances O'Connor的英音舒服如Sally Hawkins。片中的恶魔感觉像Jared Leto哈哈哈！
        ",4
" 被木偶恶魔逗笑了
        ",3
" 不如一啊
        ",3
" 和第一部不分伯仲，太好看的恐怖片！放映结束后，影院里阵阵掌声，绝对年度佳片！
        ",4
" 为此还取关了一位友邻。
        ",None
" 小姑娘前途无量。有几个桥段比如画像吓尿了，白天、多人在场、非密闭的情况下也能做出惊悚感啊，不愧是偶像。PS看恐怖片灯泡爆了这种事千万别有第三次了
        ",4
" 期待了好久终于看了。全程提心吊胆，看完精疲力竭。回想起来真的不恐怖（招魂系列和潜伏系列真的是走不同路线），就是最后的煽情有点遭不住。第一部不恐怖又没什么亮点。这一部比较好，修女鬼存在感很强，而且最经典的镜头没有在trailer里透出来
        ",5
" 终于盼来温子仁执导的《招魂》续作，配乐依旧是由约瑟夫·比沙拉操刀，帕特里克·威尔森与维拉·法米加也携手回归再度出演驱魔夫妻，这次他们迎战的仍然是改编自真实超自然事件，而恐怖情节的密度则比第一部增加了不少，尽管诸多手法都是温子仁惯用的老梗，可你不得不承认他绝对是一位渲染氛围的能手！
        ",4
" 东西飞来飞去真过瘾
        ",4
" 温导制造气氛的能力依然一流，音量开很低也避免不了一惊一乍。就是这鬼太玛丽莲曼森了，有点出戏。招魂系列真是温情满满。
        ",4
" 与第一部里的惊骇吓人相比保守了不少，一些小桥段有新意，剧情也挺值得玩味，流动的摄影太适合拍这样的恐怖片了，音效细节也是非常棒，詹姆斯温对恐怖片的把控始终一流！但奇怪的是我却没被吓到，狗变成怪物的处理分分钟让人出戏，与整体效果太不搭调。总体感觉没1好看，所以三星！
        ",3
" 真正无法接受的还是那种陈旧的鬼屋探险式惊悚，温的确应该把片子做得更cult一些
        ",3
" 头脑简单的驱魔片，对于神圣信念的执着支撑起无数盎格鲁家庭。
        ",3
" Yes yes yes yes!
        ",4
" 能把驱魔片拍的这么精彩，也就只有温哥了！结构紧凑，高潮迭起，内容紧张，BGM合理。另外几位演员演技都不错，尤其是几个小孩子。
        ",4
" 呔！妖怪！你的名字是玛丽莲·曼森！
        ",None
" 惊悚程度不及第一部，创意更不及死寂
        ",3
" 这部完全无感的说，可能同类型的看得过多，并没有什么特别的感受，一部恐怖片在音效上做的八九不离十就基本差不多了。
        ",3
" 看看刺激就行，煞有介事的翻出事件背景（已证明是骗钱局）啧啧称奇感慨大可不必，这种没有科学或者常识基础的相信一种东西并且不容置疑，可能要归因于文化，比如中国人的面子文化？
        ",3
" 的确很恐怖………
        ",4
" 看恐怖片不想快进就是赢了
        ",4
" 连看一二部，二肯定是没有一好看的，区别在于一若能把我嗓子喊破的话，二顶多喊个半哑。但经典镜头真的太多，全程高能，每分每秒都不敢松懈，紧张到看到汽车开过溅个水我都吓的抖三抖，我倒是不怎么喜欢后面的反转，伏笔埋的太牵强，但那个修女真的给我留下心理阴影了，想想就怕。膜拜温神！服！
        ",4
" 都没敢一次看完，温子仁真的是惊悚大师！
        ",4
" 反转漂亮，吓人手段漂亮，快两个半小时的电影一点也不让人感到疲惫，故事性比上一部更加突出，要说缺点的话，CG恶魔画蛇添足，收尾也是有一些突兀，但是依然是非常牛逼的恐怖片，而且还有人情味。
        ",4
" 一般般，没有情感代入所以一直瞧不上影片里的吓人，把你眼睛撑开拿个蛇在你脸前面晃荡，吓人吗？确实吓人，也确实比较低级。
        ",3
" 可惜了安娜贝尔，原本可以直接拍成第二部的。
        ",4
" 恐怕温子仁是当代唯一拍恐怖片不会让人失望的导演了，没有一部在水准之下，这部与《招魂1》各有千秋，这部在整体的水准上仍然不弱，步步为营，非常过瘾。
        ",3
" 如今看个鬼片也要被塞满嘴狗粮，人性呢
        ",4
" 就开头有几个地方有点惊悚 掺了些魔幻和宗教色彩之后立马就坐直了瞪眼看 一点也不吓人 正好去年看过了enfield haunting 剧情也都了解 只是该死的特么我现在就住在新苏格兰地区的green st……奥对 还有就是看个惊悚片也能被虐狗真是没谁了
        ",3
" 还算没白期待，果然如预期一样收获到看恐怖片的观感，虽然有第一部的前车之鉴使得第二部里蛮多吓人手段略觉不鲜，不过修女恶魔还是有瘆到我，还有在声音响度还算够给力的情况下突如其来的两次巨响也着实把我吓两跳，……，温导的部分镜头语言设计依然有博到我的眼球，可惜部分情节发展感觉有些拖沓。
        ",4
" 好久没看恐怖片了，还是挺吓人的，但最后一看到恶魔就出戏到曼森_(:з」∠)_
        ",4
" 好看！故事抓人，视听效果极佳，确实很吓人，然后竟然还很温情！“直到多年后我遇到了第一个相信我的人，然后你猜我怎么做的？我嫁给了他/我娶了她。”
        ",5
" 不戳我的吓点 但还是很喜欢老温的故事 最恐怖的是真人真事 音乐渲染太到位甚是喜欢 温导的西方宗教式故事加上小姑娘的演技 一物降一物的道理才是大法 纪念我第一部在电影院看过的正经恐怖片:)
        ",4
" 全程高能，技术硬朗，年代感十足，摄影镜头屋内环境调色美术配乐无一病垢。这是一部恐怖片啊，自行科普西方圣经旧约新约，路西法堕落天使伊甸园亚当夏娃勾引禁果… 瞧这一串子毫无相关的描述，一个大男人关上灯阴天搞起来这部片子… 眯眼睛，手掌挡电脑，关音响… 我勒个去，爽死我了。
        ",5
" 入戲依然快 但是給觀眾喘氣的點越到後面越長了導致最後高潮結束部分直接洩氣弱了 雖然感情戲份加分不少 小孩演技也足夠好 但還是覺得節奏沒有第一部好 其實真的可以做成一個系列啊！會繼續期待的 不如把收藏室裡面的藏品故事都講完吧
        ",3
" 终于有人想起给valak拍部电影了 风格上与73驱魔人和76omen一脉相承 然而残忍度的缺乏以及三分钱歌剧桥段的具现化 却多少显得滑稽 恐怖度反而降低 运镜漂亮 最后历史照片结合剧照的编排不错 别的没什么了 整体而言失望大于惊喜 最后：如果玛丽莲曼森看多了那这个片子真的一点也不恐怖
        ",3
" 蜜汁迅速解决了大boss，原来这竟是一出爱情戏？？？★★★
        ",3
" 温哥一出手，讲知有没有。
        ",5
" 看到他们一家人跑去找邻居那一段好想笑...该吓人时就吓人 不像其他恐怖片一直积蓄到最后爆发，这也是一大看点。镜头运用也很棒。
        ",4
" 鬼像 曼森。。。。。。后期有个转折，但重要的剧情还是不明。。。
        ",3
" 驱魔过易 其他的无助与恐惧拍得很好
        ",4
" 驱魔人大战玛丽莲曼森。招魂第一部的镜头和复古感挺不错，但第二部时间太长，驱魔手法单一，圣经十字架加咒语，搞得跟阴阳座谈会一样。
        ",3
" 最后太弱，拖得有些长，缺少大招，比第一部还是差了一截，但过程还是很棒，桥段和配乐简直良心，今后怎么直视玛丽莲曼森啊！今年恐怖片大年，大家有福了！
        ",4
" 气氛和节奏棒！剧情略弱无所谓了。第一部里的娃娃也出现了可怕。尼玛电影院只有我一个人在叫别人都在笑是特么什么情况！！！电影院太特么冷了！
        ",4
" 原本一直钟情于Stab和Saw系列，从来对恶灵之类的不感兴趣，可The Conjuring系列看过之后，我开始慢慢接受恶灵题材，相信这是温导的功力。第二部故事讲得更有起伏，几首配乐依旧将气氛烘托到位，演员们也真的是辛苦了。
        ",4
" 比第一部差了点，三星半，曼森的扮相让我想笑，valak要长这德行，我真要笑死了，直接胡同大妈一顿爆栗子，你是不是傻呀，画成这样也能出门！但我喜欢那张反基督明星专辑
        ",3
" 运动镜头依然赏心悦目，惊吓程度却大打折扣，尤其驱魔部分敷衍到不能忍。
        ",3
" 真正无法接受的还是那种陈旧的鬼屋探险式惊悚，温的确应该把片子做得更cult一些
        ",3
" 头脑简单的驱魔片，对于神圣信念的执着支撑起无数盎格鲁家庭。
        ",3
" Yes yes yes yes!
        ",4
" 能把驱魔片拍的这么精彩，也就只有温哥了！结构紧凑，高潮迭起，内容紧张，BGM合理。另外几位演员演技都不错，尤其是几个小孩子。
        ",4
" 终于盼来温子仁执导的《招魂》续作，配乐依旧是由约瑟夫·比沙拉操刀，帕特里克·威尔森与维拉·法米加也携手回归再度出演驱魔夫妻，这次他们迎战的仍然是改编自真实超自然事件，而恐怖情节的密度则比第一部增加了不少，尽管诸多手法都是温子仁惯用的老梗，可你不得不承认他绝对是一位渲染氛围的能手！
        ",4
" 东西飞来飞去真过瘾
        ",4
" 温导制造气氛的能力依然一流，音量开很低也避免不了一惊一乍。就是这鬼太玛丽莲曼森了，有点出戏。招魂系列真是温情满满。
        ",4
" 与第一部里的惊骇吓人相比保守了不少，一些小桥段有新意，剧情也挺值得玩味，流动的摄影太适合拍这样的恐怖片了，音效细节也是非常棒，詹姆斯温对恐怖片的把控始终一流！但奇怪的是我却没被吓到，狗变成怪物的处理分分钟让人出戏，与整体效果太不搭调。总体感觉没1好看，所以三星！
        ",3
" 讲真，温情戏有点跳戏，有点长，但是该有的都有的，没让人失望。相比之下，觉得第一部也蛮不错。期待番外快出来。讲真，恶魔修女的梗是硬加的，如果是真实的那可真尼玛吓人啊啊啊啊
        ",4
" — @Marilyn Manson「This is my house!」「Sometimes, what we do requires a leap of faith. To believe when nobody else will.」「You are Valak! The defiler. The profane, the marquis of snakes! In the name of the Father and the Son, and the Holy Spirit, I condemn you back to hell!」
        ",4
" 巧妙承接第一部，从Amityville到恩菲尔德，希望这个系列继续下去，把全球著名的闹鬼事件都拍成电影！
        ",5
" 大晚上的第一时间刷了《招魂2》，还是蛮吓人的，配乐和氛围营造代入感都很强。但感觉第二部没第一部恐怖，后面还有点温情桥段，驱鬼高潮部分结束的太快。温子仁导演的潜伏系列和招魂系列绝对是当代顶级恐怖片，温子仁绝对是当代顶级恐怖片大师，无出其右。
        ",4
" 这片就是让你无法休息，越温馨或安静，你就紧张等着登！一下，结果没有，然后一幕完了，又一段安静和温馨，不怕了，嗷一下吓你。不按常理出牌
        ",4
" 前半段反而比后半段吓人，最可怕的是等鬼出来的时候。温子仁风格浅浅成熟，运镜越来越行云流水了，很高兴看到他这样的成长。
        ",4
" 恩菲尔德恶灵事件改编。温子仁作品，继续保持水准。
        ",4
" 三星半，总体不如第一部，两个多小时太亢长，大boss前期做了这么多妖没想到几句话被秒渣了，不过亮点也不少，从画里面出来那点创意实在很不错，那几个后期镜头挺浪费钱的，也算是今年最好的恐怖片之一了
        ",4
" 可能期望太高，所以失望也是无法避免的。偶尔有点小惊吓，霸占小屋的老头着实可爱，酷似Manson的大反派实在太弱了。比起恶灵来，印象更深的是导演的几个镜头真是流畅。
        ",3
" 只想到一个词any-space-whatever，恶灵总在别处、别时。
        ",4
" 感觉结尾比第一集差点劲
        ",3
" 优秀的整体制作水准和高完成度让观众信服，无论是惊悚、恐怖元素和正常叙事点之间节奏的配合，还是环境光线音效等对于观众情绪的引导，都尽在掌控
这甚至是一部可以用细腻一词来形容的恐怖片... 从打磨得细致精妙的台词，到贯穿全片遥相呼应了N次的小细节.. 双鱼座的温子仁真是个够细的男人啊
        ",4
" 很少看恐怖片，因為覺得沒什麼意義，這次在朋友的推動下看了，沒看第一集，用一個完全客觀的角度來看，我覺得這部電影也拍得滿不錯，開場就營造到氣氛，很多拍攝的手法與角度都滿令我覺得有趣，小演員們都演得很好，只是怕他們會不會有陰影呀，最精彩是夫婦還沒介入前的一段，看得緊張，後面有點悶場。
        ",4
