comment,rating
" 张家辉颜值演技都大赞(•̀ᴗ•́)و ̑̑ （迷妹脸）情节有槽点但可忽略 费曼爸爸演的也好棒 张家辉好帅٩(♡㉨♡)۶就这些哈哈哈
        ",5
" 吴镇宇真帅！古天乐同学演危城演坏了，我现在一看他笑就觉得他要抽枪杀人了…剧情不错，插曲很棒。
        ",4
" 看过电视剧觉得很棒，没想到又有电影版，可惜没有林峰，不过整体来说还是不错滴。
        ",4
" 总感觉危城、行者、盗墓都充满了浓浓的基情
                
                ",4
" 一大票老戏骨也不能把剧情弄的好看点
💔
        ",4
" 阵容真的强大
但剧情有失偏颇
        ",3
" 期望很低，怕出现冲上云霄的情况、张家辉好帅，一举一动man到骨子里。不过和电视剧一样烂尾、大boss就那么容易被解决了。
        ",3
" 影帝飙戏！！！！
                
                ",5
" 逻辑思维不够缜密，看的莫名其妙
        ",3
" 还行吧
                
                ",3
" 有点点新世界的味道
        ",3
" 我呢是真的不知道现在豆瓣的水军有多少。8月11号的上映片子，7月8号那个你是怎么看到的？还有那种8月5号的一本正经的写影评的，您在哪里看的啊？就这部片子来说，我个人觉得是今年TVB剧翻拍电影最好的一部，而就今年内地电影排名至今为止也一定是排在前面。
        ",4
" 张家辉赛高！全片最帅！
        ",3
" 在现在港片中算是还可以的了
张家辉戏真不错，全片亮点啊
不过个人不太喜欢这种各种立flag最后全死了的剧情
        ",3
" 首先两位大陆演员太不搭，演技打戏声音太尴尬，演技真的也好烂！还有吐槽室内景真的好小气！搭个大气点能怎么样？三星给张家辉！演技和造型真的帅炸天！一星给故事和古仔，还不错看的下去！还有佘诗曼应该要和两位主角多点对手戏啊，她才是核心啊！！期待有下部！还要看张家辉！！！
        ",4
" 五星给我童年的女神佘诗曼
        ",5
" 为什么为什么每个人演的都这么浮夸？这难道是喜剧片不是一部严肃的剧情片吗？wtf！

        ",3
" 情节粗糙
        ",2
" 没那么好看
        ",None
" 比寒战2好懂  可能我剧情忘太多了
        ",3
" 节奏带感，演员卖力，故事好。感觉应该可以7.5，但是看评价醉了，啊喂，电影烂你可以给低分，但是别寒了用心做电影人的心。电视剧都是坑，烂尾，评分是8.1，电影已经拍的很好了，你们给两星，给一星，总评分5.9？怎么想的啊
        ",5
" 佘诗曼怎么演了个这么不讨喜的角色啊 吴镇宇死 吴镇宇死完张家辉死 张家辉死真的难过啊呜呜
        ",2
" 剧情挺扯的，冲着古仔全五星，谁叫我万年古仔死忠粉呢……
        ",5
" 很套路的香港警匪剧，中规中矩，没有什么惊喜的地方，卧底从一开始就猜出是谁了。但是和同期其他电影相比难得的是所有演员演技都在线，至少不会看的尴尬。
        ",3
" 我一直感觉影院上映的是删减版，剧情不够连贯。
        ",3
" …编辑是有多无聊，才想出假装卧底这个梗～～～不过梁家辉演技和耍酷都是蛮棒，被抓着离开小姑娘那几个特写镜头还是满震撼～看到久违的欢喜哥还是挺兴奋，高深莫测暗藏玄机的歪嘴笑～～
        ",3
" 3.5星吧还可以能看的水平 就是单纯动作片的感觉 有的地方还有点好笑(小並感)
        ",3
" 感觉看之前完全没有抱一点期待啊，然而男神们真是帅！一！脸！四星全给各位的大长腿！！
        ",3
" 套路啊审美疲劳了都没什么亮点
                
                ",3
" 张家辉的演技 真好！佘诗曼是一直喜欢的演员
                
                ",3
" 没什么逻辑无所谓~~  港片就要这种味~~
        ",4
" 好看耶 男人戏也
        ",4
" 在济源出差，和朱局、大头、胡丞看的电影。感觉还行，张家辉的演技真的很棒，但是整部电影感觉一直在玩谁是卧底，很多地方BUG挺多。总体来说还行吧，哈哈，还有个笑点：为什么老天看片不用钱，因为人在做天在看！
        ",3
" 演技撑起了整部电影 逻辑就不好说了
        ",3
" 不说剧情 只为舔屏看港男
        ",3
" 我觉得我有点看不懂剧情 二星半
        ",3
" 佘诗曼可是起到决定性的加分
        ",4
" 不停的反转 眼花缭乱
                
                ",3
" 张家辉可以有。
        ",4
" 虽然是电视剧粉可是觉得影版还不错，张家辉帅炸裂！！分好低打四星平衡下…古仔的风衣猴🐒🐒看！！
                
                ",4
" 算意外收获吧
        ",None
" 博仔你几岁啊？
        ",3
" 我以为插曲会是越难越爱
        ",3
" 就笑点挺多来说挺好看的哈哈哈
        ",3
" 张家辉的演技是越来越厉害了 气场上感觉完全压住了古仔  佘诗曼的角色感觉可有可无 剧情紧凑    感觉非常好 尤其是卧底是谁到后面才能知道    没看过电视剧   值得一看
        ",3
" 没有了林峰等老班底 拍的也还行但是主题曲真心不喜欢。剧版真的好好看！一星给古仔和家辉 
        ",3
" 主题曲真难听
                
                ",3
" 爱上张家辉了。
                
                ",3
" 是我这个暑假看过最值回票价的电影了……
        ",4
" 张家辉～
        ",5
" 有点忘记电视剧了，以为有林峰，不过看出来导演有用心，就是力度不够。
        ",3
" 剧情非常棒，三大主演完全实力派，碾压一切。五星好评。
        ",5
" 多一星给我家辉哥！！！
        ",3
" 像使徒行者电视剧一样，不大经得起推敲，实际上就是欢喜哥本来就要立功了，突然出来两个干扰素，没啥事业心，秀了秀基情。
        ",None
" 张家辉演技爆表了
        ",5
" 看过电视剧版的 剧场版也还行 就是没有林峰总感觉少了点味道
        ",4
" 最后的反转剧情真的是紧张变好笑。。
        ",3
" 古仔老了，佘诗曼也大妈了。包袱抖开的太早，后面看的无趣。爱情开始的有些突兀。
        ",3
" 惊险刺激
        ",5
" 张家辉好帅呀 (星星眼⭐
        ",3
" 大概因为国语配音，整个过程我都看的很尴尬。而且，如果没有张家辉的演技，这部片大概会更烂吧。
        ",2
" 最近看的港片真是有前进没后劲，三个星星一人给一个，不评论剧情
        ",3
" 张家辉好帅，别的一塌糊涂
                
                ",2
" 张家辉的演技棒呆。
        ",5
" 中规中矩的港片，最大的感受是原来的翩翩少年杨过，为何成为了这般模样，可惜！对比之下觉得张家辉好帅。现在的片子除了搞基卖腐就找不到其他卖点了么？所幸故事尚可，没啥尿点。
        ",3
" 导演一定是看过《新世界》吧
        ",3
" 剧情可以滴，就是转折太生硬，不合逻辑。
        ",3
" 剧情还好。关键是影帝们太厉害
        ",5
" 华cy的歌一出来简直要吐了……
        ",4
" 就是喜欢张家辉呀 帅气呀 星星眼
        ",4
" 家辉哥演技爆棚
        ",4
" 2016614@hybh&bomanjx
        ",3
" 真兄弟 在心中
        ",3
" 5星给张家辉
        ",5
" 比寒战好看哎。。张家辉演技爆表~~~
        ",4
" 想起来还是当年大三的时候全寝室的人儿一起狂热的追剧，这部电影充其量也就只是沿着那条线继续写下去了，很多电视剧的结尾连接的并不是很合理，都没有说欢喜哥到底是怎么活下来的，少了几个主要角色，像是一个全新的故事。不过不得不说张家辉还有古天乐真的是帅啊，眼神里的戏满满的，可惜到最后又BE了
        ",4
" 2016-8-14 cinema 剧本扣分，国语配音扣分，主题曲扣风，一星给张家辉。
        ",1
" 哦，你把男主都写死了，剩个欢喜哥几个意思？丁姐和爆seed哥才是绝配（再见👋）
        ",3
" 张家辉和古天乐更适合一首《越难越爱》
        ",4
" 虽然演员都是老演员，已看得出岁月的痕迹。但分分秒秒都是戏，还是很好看哒
        ",5
" 一星给帅掉渣的张家辉，一星给帅掉渣的古天乐，一星给吴镇宇和佘诗曼
        ",3
" 全是枪声和血腥。香港警匪片不错但都相似啊～
        ",3
" 前半段很tvb，结尾为了反转而反转，真没有电视剧好，也就张家辉的演技，对得起票价
        ",3
" 我觉得无聊，看不下去╭
        ",2
" 型是够了，神差一点
                
                ",4
" 张家辉真的表演的太赞了，剧情有点为了反转而反转..佘诗曼开场还以为是重要角色..
        ",3
" 超好看
        ",5
" 张家辉#比心#
        ",3
" 场面拍得算精彩，剧情也很热闹，但悬疑好像搞过头了。最后古天乐的假装，既与之前他舍命佘诗曼不对路，也说他自己侵入了警方电脑得到了密码，一个黑社会古惑仔能破解警局都修复不了的密码，太牵强。最后为报复杀警察，几个人竟能杀入情报科的秘密基地，也太夸张了。
        ",3
" 还是很精彩的。
        ",4
" 看的好无语，以为要死的最后都没死，反正坏人里面好多都是我们的人，我都怀疑是不是警察自己做了一个反面给自己找事干
                
                ",2
" 出奇的好看！梁家辉的演技已经上升到影帝的级别了，不愧虚名！

        ",5
" 乱乱的
        ",3
" 欢喜哥为什么要在大家都死完之后才端了大BOSS？跟别的卧底有仇吗？
        ",3
" 真是....有点莫名其妙....
        ",3
" 张家辉👍
        ",4
" 少点套路，多点真诚。
        ",3
" 一般般，没有电视剧好看
        ",2
" 后面剧情太乱了点，
        ",3
" 加长TVB 爱张家辉吴镇宇 连皱纹都性感 原剧没看过 去补补 看的粤语版2D 加分
        ",3
" 回归的港产卧底游戏
        ",4
" 马马虎虎的一部电影吧，看完之后黑人问号。剧情也没交代清楚
        ",3
" 张家辉好帅！
        ",3
" 华晨宇唱歌太他妈难听了
        ",3
" 觉得一般
        ",3
" 中规中矩还能看。剧情缩成电影有点仓促，后半场打斗太多。掉胃口
        ",3
" 好片子就只需一个简单评价，好看。那些在豆瓣里装13的，我觉得应该晒票根。水军滚开。🙂
        ",5
" 明明就很好看！
        ",5
" 有演技有颜
        ",3
" 还好有张家辉影帝的演技稍微撑得起这个电影。。可惜狗血的剧情，薄弱的台词，不能推敲的逻辑，尤其后半段我真是鸡皮疙瘩起来了
        ",2
" 两颗星给影帝 剧情 套路啥的 都好烂啊
        ",2
" 好久没看爱情片了
        ",2
" 没看过TVB剧集，觉得还不错。虽然部分桥段比较老套、感情戏有点生硬，但整体逻辑没大毛病，张影帝表演可圈可点，导演算有诚意的了。但还是想吐槽一句，一个卧底只会搞笑讨喜连联络短信都不知道删枪都装不好这样的角色设定真的好么？还有开头那一段真的不是在黑某东和某宝么…
                
                ",4
" 我要说！电影不好凭什么怪歌！！！！！！！！！！！
我就觉得这首歌好听！！！！！！
        ",3
" 剧情有点儿牵强了。
但张家辉也真是帅爆了。
        ",3
" 很烧脑，但是感情感觉没到位。
        ",4
" 都说烂片可是我觉得好好看 陈豪只出现了两分钟但还是好帅
        ",5
" 好看的！全程高能！好评！
        ",5
" 和大晨晨看的
又乱又短
欢喜哥一句话整活了
                
                ",3
" 做兄弟，在心中，如果你感受不到，我讲一万句也没有用。
        ",4
" 三星给佘诗曼咯
        ",3
" 跟玩儿似的。
        ",2
" 张家辉挺帅气的^_^
        ",3
" 好帅
        ",4
" 张家辉演技棒棒的  剧情还是不错 但是就是有硬伤 总感觉情节上 用力过猛
        ",3
" 80%是精华、20%是糟粕。瑕疵太大，盖过玉石了。
        ",2
" 真感觉对不起电视剧，刚开始的康氏密码还能糊弄过去，后来用枪打出来摩斯密码，尼玛是神剧吗？白瞎了这么好的演员阵容和IP。

        ",2
" 剧情不评价，张家辉演技震惊了我，其他演员在他旁边黯然失色………
                
                ",4
" 为了装逼而装逼，为了兄弟情而兄弟情，实在没法感动…
        ",3
" 强烈谴责张家辉的配音😒
不过剧情反转什么的还是不错的😌
        ",4
" 最后欢喜哥那里让我想起了无间道里面的
“我是个警察”
“谁知道呢”
        ",3
" 一星扣在欢喜哥迷之复活 一星扣在二度反水
一星加在情怀
        ",4
" 大好看了，张家辉的演技真牛，古仔也好帅。
        ",5
" 很惊喜! 张家辉太帅了!!
        ",5
" 好喜欢看港片啊，剧情非常精彩，就是现在怎么港片也卖腐啊，看完和姐姐去地下停车场心里都扑通扑通的
        ",5
" 套用电视剧里的卧底感情牌风格，效果还是不错，可是叙事不够饱满，太仓促。抱着低期待值看所以觉得出乎意料的好看
        ",4
" 做黑社会好可怜，身边不是警察就是冒充警察的……
        ",3
" 看了点映，很不错。剧情，演技，色调，音乐…都很赞，值得一看。
                
                ",5
" 好好看！没看过电视剧
        ",5
" 一般般……
        ",3
" 只为张家辉点四颗星！
        ",4
" 前排有人在问隔壁的 侬看懂了伐😆 2016.8.27
                
                ",3
" 看过TVB追过来的，有点可惜钉姐崩了，张家辉大于欢喜哥大于费曼爹大于古仔，人设问题显得角色表达不到位，也没必要这个结束，我想阿蓝继续下去才有看点，然后配乐一出，酝酿的情绪瞬间没了。。。总体还不错，应该没续集了
        ",4
" 还可以
        ",3
" 丁小嘉身材好好。几个人死的莫名其妙
        ",4
" 看过电视剧，再看的电影，错过了电影开头20min，准备二刷
        ",5
" 四星全给张家辉的演技
        ",4
" 强烈建议豆瓣把一些特别脑残的影评屏蔽掉或者拖到后面去。连基本剧情都没看明白评论个什么劲。
        ",5
" 香港警匪片拍出了新高度。
        ",5
" 所以…是基片吧…
        ",3
" 我觉得还不错啊，张家辉跟古天乐一起演戏，很明显张发挥得更好啊，虽然最后结局有点扯，但是不影响我对原声港产片的喜欢，看来以后去电影院还是要捧场香港片，而且一定要是粤语版的
        ",4
" 梁家辉点赞，其它麻麻的…
        ",3
" 港片还在吃老本呀，卧底，基情，情杀元素一个都不少，全片就靠张家辉古天乐演技撑着了，佘诗曼还是拍tvb吧。。华晨宇那歌还不错，我看的国语版毫无违和感，但如果看的粤语的就。。。另外没人发现演坏蛋的都是大陆演员么。。嗯，这个安排挺好的
        ",3
" 张家辉和古天乐的演技真的是杠杠的。剧情有反转，很吸引人。非常不错的电影！
        ",5
" 没有惊喜，只有无奈。
                
                ",3
" 可能是我没看过电视剧，总觉得各种情节发生的太猝不及防，突然就被绑架了，突然就脸一白挂了，突然就冲上去挡刀死掉了……但是情节可以点赞，能看出没有拍出全部内容来。
        ",3
" 两个钟可以看完整套剧，情节确实是很紧凑。剧情中加一条感情线是📺TVB的惯用手法~~~~
                
                ",3
" 纯t v b
                
                ",4
" 还挺好看的～哦～
        ",4
