comment,rating
" 刚刚看完，然后准备给好评，发现豆瓣的评分才6.6，咋这么低（疑问），个人感觉挺好的，延续了前4部的风格，能拍到第5部真不简单，很多电影拍到第3部就很乏味，但是冰川时代系列，每部都挺有趣的，，，一颗松果引发的故事，两只逗逼的鼹鼠和树懒是电影里面最大的笑点，，，，无论是画面和配乐都挺赞的。
        ",5
" 和前几部比，有点平淡
        ",3
" 弱智
        ",1
" 中途睡着了，醒来看到个熊孩子在电影院里跑圈，今天真魔幻。。
        ",2
" 难道是我长大了我觉得这系列的都低幼 笑点还是有的 只是不是每个都爆
        ",3
" 没看过这一系列 但这一部还蛮搞笑的啊
        ",4
" 带着最纯粹的心去看动画，用最简单的视觉去理解。我真没觉得电影有众多网评说得那么烂。
        ",4
" 继续温馨
        ",4
" 还好吧很多地方都很好笑只是角色都好丑……
        ",3
" 看完发现 没有什么特别的地方
        ",2
" 起码我看的非常欢乐
        ",5
" 冰川时代5，看得我，非常难受……

强行温馨，强行没有闪光点，强行掐着脖子逼你笑

最想看的迪亚哥没什么存在感，曼尼演家庭肥皂剧，希德的爱情线诡异到不行……巴克还是非常可爱！

三主角互动偏少。不对……三主角？这电影神他妈主角多起码有十个主角……
        ",2
" 一如既往的好笑。心疼奎特一秒
                
                ",5
" 听说是最后一部了
        ",5
" 真是糊弄人的一部，PG动画现在也走段子手路线了吗？一个烂系列总最烂的一部。
        ",1
" 太好玩了，Neil博士冒泡，巴克重磅回归，又找回第三部的感脚了★★★★★必须的♡

        ",5
" 现代元素太多了，哪里还像Ice Age。赶紧拍个松鼠大电影，然后就把这系列结扎了吧...
        ",3
" 两星半。好无聊的一部蓝天。和《谍影重重》一样，套路来五遍，不竭才有怪。
        ",3
" 不只是猛犸象、剑齿虎、树懒，关乎成长，关乎家庭。那只松鼠真是太偏执啦，为了它的栗子都追到太空去啦。
        ",4
" 虽然有点无厘头，但是喜剧的味道依然不变～是我喜欢的喜剧风格，动漫的好处就是不会有演技问题～
        ",5
" 太喜欢小松鼠蝴蝶效应这个概念了！！
        ",5
" 跟前几期一样好看
        ",5
" 我最喜欢的动画长篇系列电影，最后一部感觉也没有令人失望。挺好的。
        ",5
" 两天前看的。
感觉还行吧，毕竟是小时候就喜欢的电影。
但是感觉这部有些许幼稚了，整体感觉没有前几部好看。
开头比后面的要好一些。
在影院里看到这是最后一部了，感觉有些遗憾啊。
        ",4
" 看的瞌睡长躺
        ",2
" 很有意思，中文配音很赞。
                
                ",5
" 制作技术就不多说了    一如既往地好  大松鼠就像上帝一样给其他生物制造麻烦又不经意解忧    喜欢所有的角色   友情  亲情  智慧  勇气  幸福指数满分
        ",5
" 我就觉得好看，亲情友情爱情随着故事的推进，逐渐延展开来，给我们的童年划上一个圆满的句号。
        ",4
" 真不知道星际碰撞有什么意义，整部电影就是卖萌。
        ",2
" 怎么说呢感觉其实还挺不错的，但是对比之前同系列的几部感觉略微逊色了。
                
                ",4
" 那个巴克太好玩了吧
        ",4
" 反正我觉得不好看，分分钟想出去，全程抱胸冷漠脸。真是黔驴技穷了，希望不要拍下一步了。
        ",1
" 听说是最后一部了，可能是只做团队想要表达的东西太多了吧，反而没有重点没有主线了。很多搞笑情节真是用力过猛，我真的笑不出来
        ",2
" 还可以呀，一直都是这种风格，松鼠依旧和它的松果子相爱相杀…哈哈哈
        ",4
" 都是逗比..
        ",None
" 看得不太懂，剧情不重要，腹肌马甲线群的聚会
        ",None
" 少有的讲亲情线的电影，看到老爸这么不舍很可爱呢。就是剧情有一丢丢俗套，如果没有可爱动物的加分，还真看不下去
        ",3
" 很有创意，佩服美国人的想象力哈哈
        ",4
" 比起爱宠，好看太多了，这季多了物理，天文元素，好爱每集的松鼠环节，没有前两季好看，不过作为一个冰河粉，已经满足！动画片就动画片，简单而温馨，没什么不好。
        ",4
" 爆米花电影，但是真的有点无聊
        ",3
" 不如以前了
        ",3
" 感觉没有4好看耶 难道是我成年了？
        ",3
" 理科生不建议观看，里面不合乎逻辑地方太多了，不宜于过多追究。剧情很美国，没啥感觉，感觉就是榨干的一点不剩了，搞笑也有点尴尬。
        ",2
" 我毅然决然的冲进电影院里买了最大桶的爆米花，最喜欢的角色是黄鼠狼，从臭名昭著的日常角色里跳脱，开启智慧模式，小女子佩服，冰5是终结篇吗？我猜完美结局想必是导演的完美落幕吧。
        ",4
" 不擅长咬文嚼字，挺好看的
        ",5
" 拉分
        ",5
" 全场无尿点，好搞笑啊

        ",4
" 2016/8/28 长风景畔
        ",None
" 第一次在影院看冰川，3D很棒，后来困了。
        ",3
" 情感不足，特效很棒

        ",3
" 带老弟和他女朋友来看，三个人睡着了两个。。。。
        ",2
" 我只想说，只不过是个动画片，说什么原理？那你们看的科幻片，悬疑片，就都有原理了？？？
                
                ",4
" 妈的辣鸡
        ",2
" 信巴克，得永生。
        ",5
" 要是想拍啊，还能往下续。
        ",2
" 还不错，到了第五部。曼尼嫁女儿，温情不舍。躲避处理小行星的合作。尤其是是松鼠对宇宙的产生作用的脑洞大开着实让人脸前一亮
        ",4
" 字幕组比较吸引我的注意力
        ",3
" 笑点还算密集 松鼠还是一样百爪挠心
        ",4
" 最多只能打这么多分了，主要靠回忆
        ",3
" 特效没得说 情节一般 笑点很多 非常适合带着孩子看 国产动画就不能借鉴一下这些简单美好的情节吗 为什么非得大坏蛋还要把坏蛋设计的那么脑残呢 
        ",4
" 一部动画片而已  带给我们欢乐和回忆就好  哪来那么多逼事儿
                
                ",5
" 松鼠是亮点
        ",4
" 不用带脑子看的电影，笑笑就得了
        ",3
" 昨天晚上看的，动物世界有些这么萌，真么暖心的感情，让我充满无限感慨，为什么人类却不能，这么现实呢
        ",5
" 开头视觉效果还不错，后面曼尼一家无聊的对话，无聊的情节，节奏很慢。差评
        ",2
" 不好笑。也许是头脑特工队太棒了？
        ",2
" 没有前几部有意思了 剧情推进并不很连贯 没什么新意 主旋律电影 差强人意 吃爆米花看看还是可以
        ",None
" 电影院play ✅get
        ",5
" 这部电影其实是一部很不错的电影，笑点很到位，整部电影下来笑声不断，特别适合家庭里面爸爸妈妈和孩子一起看的电影，对孩子具有很强的教育意义，值得一提的是电影的制作人对细节把控的挺到位的。
        ",4
" 乌托邦的狂欢，希望他们永远活在那个世界，，，（严重剧透）尽管猛犸象早就灭绝，水晶也不会让人变年轻，羊驼也不可能活到400岁，恐龙也并不是相安无事的活在地下世界，小行星撞击地球带来的毁灭性灾难也极有可能真的发生过，但我希望平行世界是这样的，，，电影院出来后完美躲过一场暴雨
        ",5
" 感觉还行，对桃子的教育部分很真实，不过电影还是一如既往的夸张。
        ",4
" 超好玩，适合带孩子看
        ",5
" 继续温馨
        ",4
" 是我年纪太大了么？这电影好吵啊！因为以前和爸妈一起看过冰河世纪2，今天难得全家人看场电影就选了它…它它它也太闹心了…
        ",1
" 动画中的场景设计不错，尤其是优托邦水晶的场面很有视觉冲击，剧情也可以，但看到中间睡着了。感觉尚可，但整体上不如迪士尼的疯狂动物城的精妙！四星。
        ",4
" 西德居然有女朋友了！！！！

        ",5
" 这是我看的第一步冰川时代系列的电影，感觉到了这个系列为何如此卖座，堪称经典的原因，很搞笑，看的很开心，而且教导了父母放手儿女婚姻的简单道理，有时候，放手，才会更快乐，更自由……画面制作精良，传承了一贯的蓝天功力，好漂亮啊！
        ",5
" 节奏挺慢，段子挺多，其它还好，并没有那么糟糕。就是一本老少皆宜阖家欢乐的动画片，拍不出那么多人生哲理来。难道看个搞笑片还要追究火山喷发能不能到达第一宇宙速度么……
        ",4
" 片头感觉好尴尬😲都是老梗
        ",3
" 依旧那么好看，果然没失望，结尾的歌好好听啊
        ",5
" 非常好看
        ",5
" 我也到了看动画片昏睡的年龄了
        ",2
" 没心没肺，看过就算
        ",3
" 黔驴技穷了
        ",2
" 很轻松很可爱的片子，在舟山定海看的。
        ",4
" 冰川时代这冷饭炒的我全程尴尬，从一到五明显可见技术上的进步，然而第五部想表达的内容太多故事凌乱，松鼠线比主线精彩，大系列拍到五部前四部都8.0+的评分，已经很厉害了，第五部口碑悬殊这么大，也是时候再见了。
        ",2
" 笑点已经不是那么密集，情感也已经不那么让人动容，创意脑洞开的虽然很大，但是还是摆脱不了炒冷饭的嫌疑
        ",3
" 笑点依旧
                
                ",4
" 第四部后面就开始无聊了，第五部真没劲了
        ",2
" 父爱泛滥的黄鼠狼巴克 ，作死的励志帝小松鼠奎特，活宝负鼠兄弟，浪得飞起的希德的奶奶...
        ",4
" 沈腾给黄鼠狼的配音很恰切…电影的开头诠释了宇宙是怎样形成的。
        ",4
" 坑爹居然是配音的，一瞬间以为自己看的是国产婆媳剧的姐妹篇：岳父和女婿的故事。嘛，剧情太烂，不能用常识去理解～但还是有一两个笑点啦～可满场的小朋友也太安静了吧！
                
                ",2
" so boring
        ",3
" 感觉冰河系列的脑洞越来越大了，但也感觉快要编不下去了。另外有点过于闹腾了。
        ",3
" 喜欢猛犸爸爸的沉稳，舍不得女儿离开自己但最终放手，女婿走路姿态超搞笑啊，喜欢老奶奶。but个人感觉剧情上有些不必要的情节描绘得太多，有些重要的又一笔带过，很矛盾，亲情以及面对灾难团结一心的情节挺好，但同时又有错误的价值观即我们只需要在世界毁灭时团结一心，平时即使我们打仗也无所谓
        ",3
" 个人觉得还是不错的！值得看一看！3D效果做得很棒，动物的毛发茸茸的简直想伸手摸一下！看的是情怀！
        ",5
" 本来就是给小朋友看的片子，完美结束，3d效果也很有诚意。1到5全看完了。
        ",5
" 消费观众的最后一点期待。
        ",2
" 感觉沈腾配音配的还不错,别的就,,凑合吧
        ",3
" 还不错呀，依旧是关于友情、亲情、爱情和成长的搞！笑！片！一直追寻着松果的松鼠这次戏份明显多了，表情瞩目！真的是笑cry，已经符合了我买票时的预期，推荐！
        ",4
" 拯救地球的故事通过搞笑诙谐的艺术表现出来，开心快乐的结束，喜欢美国的动漫
        ",4
" 细节感人。
        ",5
" 很多搞笑的点，能get就是一部开心满满的片，要求不能太高了
        ",5
" 昨天去看了这部电影，真的符合我的期望，构思精巧，一帧一帧的画面处理的很精致，唯一不足的就是大概国内版本的主力军还是小孩子，所以翻译成了中文的配音，有点改变故事原味，但是也不失麻花团队搞怪的语言亮点。
        ",5
" 哈哈哈 爱情片
        ",4
" 剧情挺好，搞笑温暖有趣
        ",3
" 轻松一夏，看得很开心
        ",5
" 很好看，故事情节轻松愉快，景色非常迷人，非常好看
                
                ",5
" 一星给特效，一星给松鼠，最后一星嘛……歌挺不错的.
        ",3
" 也只有情怀了吧

        ",4
" 我真的无法评论剧情！因为……我……居然……睡着了！居然用睡着结束了冰川时代，太悲剧了！
                
                ",1
" 笑点与哈欠齐飞，作为完结篇还是有点遗憾，喜欢奶奶
        ",4
" 整个看电影看下来很嘈杂，众多的角色你一言我一语吵个没完没了，中途甚至有一阵儿我都想睡觉了，松鼠毫无疑问挽救了这部闷到爆的电影，也只有在它出现的时候我还能笑出来几声，虽然是在说家庭，亲情，但是感觉不到温情的地方，整个电影都是在走过场，也许是续集排到现在，创意枯萎了吧…
        ",3
" 段子不咋地，脑洞开的还挺大，要不是翻译抢眼，我还不敢承认这是喜剧动画！话说松鼠抓坚果还有完没完了，敢不敢下回到平行宇宙抓坚果，如果还有下回的话！
        ",2
" 不错，最后婚礼很温暖
        ",4
" 嗯，制作还是不错的，就是确实剧情老套了
        ",2
" 烂死了，如果美国动画都这水平中国人还评3分以上，我只想说你们都是猪。
        ",1
" 没想到十多年过去了，主角的孩子都结婚了，希德和奶奶都找到自己的春天了，我还是条单身狗．．．．．
        ",5
" 每次看动画时总会吐槽多一遍 为了小朋友满是中文版的排场
        ",2
" 猛犸象都已经和女儿的男友争宠了.
        ",3
" 回忆
        ",4
" 跟前面四部比较的话笑点 确实不多！但是本片透露出曼妮和桃子父女之间的感情，曼妮作为父亲想保护孩子，无奈孩子已经长大，有自己保护自己的能力了，透露出深深的无奈，但是又看到桃子找到了真爱 又深深的为她感到高兴！
        ",3
" 我的天真的是我电影院看过最烂的动画片🙂 剧情真的枯燥 ………
        ",1
" 带着儿子看了几部动画片，儿子对这部评价最差：“都到5了，还是那么几个人，（情节进展）稍微有点慢，那几个人都看腻了，到后来才有了几个新人，播放又太久了。”
        ",3
" 没有想象中的好看，上映第一天看的，除了沈腾的声音让人觉得喜感其他的笑点很少，也有一定的温情，一般吧。
        ",3
" 做后一部，再见童年
        ",5
" 这系列我一直无感
        ",3
" 看的很开心啊，这就够了
        ",4
" 想到了happy tree
        ",3
" 还是看得蛮开心的，但是真的不要再拍了，12345是要没完没了了吗？
        ",4
" 还可以⋯⋯发现豆瓣风评倒不是很好，另外第四部我也觉得挺有趣的。但是第五部的确是没有第四部感觉这么好看，也还可以。而且片尾曲很好听啊！我就问问什么时候出原声带！！！！
        ",4
" 全部可看性就在于那只倒霉的松鼠。
        ",3
" 卖萌搞怪多一些，情节剧情差了点。同样讲到女婿和老丈人，疯狂原始人更加有趣。但也不妨碍各种萌翻的人设表现，轻松看看也算开心。
        ",4
" 真心觉得不错，作为收官之作没有烂尾，看到就很亲切，大家共同渡过难关最后收获幸福的典型模式，笑点密集怪我笑点低咯，根本找不出那么多槽点，一部娱乐性质动画电影大家好苛刻哦。
        ",4
" well 个人并不认为是多优秀的作品
        ",2
" 真心觉得，看不下去。看到一半就开始玩手机。然后想，要不要出影院，别在这儿浪费时间了。
        ",1
" 反正美到我了
        ",5
" 冰河世纪系列真的看腻了。。蓝天能出点别的吗
        ",3
" 实在看不懂这类电影，不得不承认自己的从众心理比较强
        ",2
" 挺有意思，孩子也很喜欢，适合亲子看
        ",4
" Very fun 
                
                ",5
" 挺无聊的 笑点生硬 看的人直打瞌睡 动物们都很可爱 剧情跟不上
                
                ",2
" 作为3D点动画电影在视觉冲击力上无可挑剔，画面的动感与多样的色彩让观众观影的过程及其享受。人物角色调度很多，甚至有国产片三倍以上移动量的感觉。搞笑，经典模式，是一部规规矩矩的商业动画片。
        ",3
" 剧荒打发时间选的这个，期望值比较低，看完之后觉得还不错，讲了一个完整的故事，梗也都挺好笑的。最重要的是，电影院里小孩子此起彼伏的笑声，给看电影的过程增加了很多快乐。
        ",4
" 依然为各种各样奇妙的梗叫绝！
        ",5
" 爱宠大机密和海洋之歌没有这部好看，笑点密集脑洞大开。穿插猛犸老丈人成长历程，开始女儿说：世界那么大，我想去看看～粑粑麻麻：外面危险重重，不要离开我们。……后来桃子：粑粑麻麻，我不想离开你们～猛犸粑粑：生活不止眼前的苟且，还有诗和远方的田野～[呲牙]特别适合养闺女的粑粑去看[偷笑]
        ",4
" 冲着前几年冰川时代的好印象和最喜欢的granny去的。不知道是剧情问题还是年纪渐长，看了三分之一我就后悔买票了。虽然在动画制作上还是完爆国产一大截，然而剧情真的乏善可陈而且漏洞百出。再也不会去看6
        ",3
" 还不错哦～带小孩子去看，很喜欢
        ",4
" 毕竟要做到老少咸宜，要求不能太苛刻。至少电影院里的孩子们笑的很开心。这电影又不是只给大人看。如果孩子们也能在豆瓣评分，绝不会这么低吧。
        ",4
" 都是套路
        ",3
" 这部电影把我看哭了
在有托邦失效大家变老时候，母树懒和奶奶选择留下，两只树懒呼唤画像，直到老动物重回年轻。
我都觉得这里在暗示着死亡
而每一亿年一次的撞击及曾经生机勃勃的火星也隐忍的讲述了循环的壮美
那群重回年轻的动物，也许在那一刻就已经离开了，又或许死亡会让人重回最美好的时刻吧
        ",5
" 不好也不差
                
                ",3
" 只有我一个人觉得黄鼠狼是一本正经的胡说八道吗
        ",4
" 看了IMAX的，非常搞笑，我觉得比前几部好看。
        ",4
" 猛犸象:当60老丈人遇上90女婿。
树懒:穷屌丝迎娶白富美(虽然这个白富美有点老)。
剑齿虎:我们的理想是生个孩子，跟他讲三年又三年的故事。
黄鼠狼:这个大侠有点痴。
        ",3
" 扑街之作。

全片继承这冰川时代系列的无厘头特点。成功与第3部打通，但却没有了第三部的欢脱，搞笑气质，没办法让人沉浸其中，去开心看完全片。相比于第一部的主体人类观，不够成功，探讨不够深，没有一些所谓的温馨感动的瞬间。

全片在全系列中是最吵闹的，感觉从始自终都没安静过一秒，每个角色都
                
                ",2
" 剧情跟人设都透出了一股似曾相识，跟疯狂原始人还有精灵旅社相似度极高，都是天真浪漫大大咧咧的女婿，都是极度看不顺眼女婿的老丈人，都是最后用人格魅力成功化解敌意，跟疯狂原始人一样都是在逃离末日。动画片最重要的创意完全无法体现
        ",1
" ett了，
        ",None
" 片尾曲很好听
        ",4
" 挺好看的，就是剧情太单薄了吧
        ",3
" 一直追的，搞笑冒险，充满温情
        ",5
" 这一部感觉比较前几部弱一点，看完了感觉也就这样，我眼中的亮点是抢蛋那里，父女情在第四部就有了，所以不是很期待。就是这样，也还是值得一看的。
        ",4
" 还可以 情节也比较搞笑 看过之前的可以说是怀旧系列了
                
                ",4
" 开头里面的松鼠最搞笑
        ",5
" 烂片
        ",2
" 笑点还行。说实话没有太惊艳，胜在温情。一言不合就唱歌
        ",4
" 现在知道火星是怎么变成现在这样的了😂😂😂
        ",5
" 就是看不惯打一星的。一个个看着蛮流弊的嘛!这个1星，不然自己去拍个5星的啊！个人认为，疯狂动物园与这部相比，还差了1.2个功夫熊猫
        ",5
" 松鼠坚果～
        ",4
" 在电影院都快睡着了。。。
        ",3
" 看过太多负面的评价，我依旧觉得虽然不是具有划时代突破的电影，但是能保证大家能愉快的看完一整场电影的已经越来越少了！另外，确实不是为了沾科幻的光，人家只是按照恐龙灭绝的猜测来制造史前灾难！我依旧很喜欢这系列动画！
        ",5
" 我坐在电影院电影放映不到五分钟就开始玩手机，之后的一个小时在座位上闭目养神，全程get不到笑点，和同学一起出来玩看的，建议还是让8岁以下的儿童观看吧，我看国产配音总出戏，没看之前还以为是英文原声呢，冰川时代真是一部更比一部差，失望!
        ",2
" 我觉得小松鼠的情节推动冰河世纪情节的发展，堪称造物主啊
        ",5
" 想睡觉
        ",1
" 剧情略平淡，周围的小伙伴都说看着想睡觉
        ",3
" 前两天看的片子，沈腾的配音简直太出戏了，看个动画片也能被塞一嘴狗粮，今年看的动画片有点多，奇幻森林…爱宠…我也是个大孩子啊，科科~
                
                ",4
" 星汇 cy
my superstar!
        ",4
" 松鼠依然是最爱～
        ",4
" 很轻松的动画喜剧电影。不明白那些哔哔个不停的人在哔哔啥？总比国产电影各方面都好多了吧？我就是去看松鼠的，没让我失望。
        ",4
" 一只精分小松鼠为了追逐挚爱的坚果，使整个宇宙发生翻天覆地的变化。即将坠落的陨石威胁着冰川时代动物们的生命安全，为了拯救自己也为了有无限可能性的未来生活，大家踏上了改变命运的路。欣赏朱利安永远乐观面对生活的态度以及父母虽有诸多不舍，但最终能够尊重孩子让孩子去看更广阔世界的深深爱意。
        ",4
" 很有趣，特别喜欢那只小松鼠和他的松子，每一部都有他，真的超可爱！看得时候特别希望看见他出场哈哈！剧情嘛比较一般，拯救地球的故事，典型的好莱坞剧本，总体能达及格线，多半星给小松鼠
                
                ",4
" 这个系列快结束吧。不要毁了。
        ",2
" 幻想
        ",3
" 动画片中的科普片
        ",4
" 画面依旧精美，动物们依旧卖力搞笑，松鼠依旧痴情于它的松果脑洞开的很大，但仍然是依旧，编剧在这种系列电影中依然没有逃脱黔驴技穷的命运，难以满足日益刁钻的观众的胃口
        ",3
" 剧情蛮搞笑的，笑点不断。虽然一开始有点云里雾里但是后面看明白了就觉得非常不错。可惜没有续集啦。希德都找到了他的命中天女，我的在哪儿呢
        ",4
" 看睡着了
        ",3
" 更喜欢之前四部。
        ",4
" 全片最能引起共鸣的点是翁婿关系，其余的笑点都凹得好硬
        ",3
" 笑点不少，尴尬的点也很多。。。总体情节略老套。。。基本上靠男主一个鼠撑起来✪ω✪
        ",3
" 下午午觉时间看的（真特么后悔）口口声声说：ice age 终于大结局了！一定要去捧个场！然后我的情怀就碎成了渣渣。是的，我睡着了。
        ",3
" 能感觉到大家在用力卖萌，卖笑点卖脑洞，仍不由得觉得制作组已枯竭。电影系列可以一直持续下去，这故事原本就无始无终。只是要给所有出现过的角色一个“结尾”罢了。
另外，全片过多、过于醒目的美国文化植入，也绝不甚自然。
        ",3
" 钢针，我刚看完，看睡着了，好无聊啊。。。。。吧啦吧啦看着很烦，难道是我笑点太高吗？个人觉得整部电影毫无笑点可言。。。
        ",1
" 与前几部相比，总感觉差点什么，可是完结了，有点感伤
        ",4
" 黄鼠狼好可爱
                
                ",None
" 垃圾，看的我都快睡着了，要不是旁边带着妹子，真想直接走人
        ",1
" 树懒一出来我就知道配音的是沈腾 后面还有玛丽和美男子
        ",2
" 情节老套   松鼠是唯一亮点
        ",3
" 可能对它的期望值太高，感觉一般，没有第三部好看
        ",4
" 影片开场，被浩瀚的宇宙震撼到了，星际空间，令人惊叹。
松鼠一如既往地作；猛犸象曼尼，憨厚朴实；话痨树懒，爱情是缘分不可言吧；剑齿虎，关键时刻果断有魄力；黄鼠狼巴克，瘦小的他带领大家化险为夷。
剧情没有之前的几部那么惊险，情感戏偏多，但也没有那么深入人心，所以看得有些想睡觉……

        ",3
" 节奏略赶，没有以前的温情了，典型的快餐式文化～～～
        ",3
" 邻座的小孩看的很过瘾
        ",3
" 三颗星 在电影院抓到一个娃娃 电影本身 不好看 差评
        ",3
" 依然是 很好的一部搞笑动画呀
        ",4
" 被这一部惊艳到了，挽救了冰川系列
        ",5
" 听说是最后一部了，为什么不能有个完美结束呢？整部片只依靠松鼠挽留一些笑声，其它垃圾，掉粉节奏
                
                ",2
" 巨好看！！！！！！
        ",5
" 还不错，并没有到很好看的程度，笑点几乎都集中在松鼠和栗子上了，剧情主旨也老套没有新意～就这样吧
        ",4
" 有点难看 中间几次摸手机
        ",3
" 很失望，陈旧路线，牵强笑点，越来越烦曼尼和艾丽，希望松鼠吃掉松果，冰川系列不要再出6了
        ",None
" 这一部总体来说突出的是父辈与子代的关系，浅谈了关于女儿加人后如何处理家庭关系问题，全程基本没什么笑点，以至于搞笑这个标签我都不忍心加。
        ",3
" 已经到第五部了 😂桃子都出嫁了。。无聊带小盆友去看还可以，自己看到一半已经觉得没有什么兴趣了。。
        ",3
" 剧情延续了一惯的好像路线，松鼠很抢镜，情节如果追究还是有不合理之处，不过瑕不掩瑜，从头笑到尾，这就够了！
        ",4
" 闪婚就学地赖
        ",4
" 松鼠是我去看的动力。看完了，真的松鼠最好看。
        ",5
" 从3一直看过来，还不错，不过觉得没有前面的好看了
        ",3
" 像我这样的强迫症完全是因为不追完一个系列心里不爽的想法去看的.
略搞笑,但剧情走的套路越来越多,父母爱和温情的嚼头很少.奶奶和那两兄弟很出戏,除此之外完全就是炒合家欢的大杂烩.
        ",2
" 我觉得还挺好看的，有点可惜的是松鼠应该才是亮点啊，怎么片段这么少
        ",5
" 一只松鼠和坚果的生死虐恋。
傻白甜松鼠扮演了不作死又不会死的上帝。
就算特效堆积也缓解不了无趣。
18岁以上成人请在儿童陪同下观看。

        ",1
" 还是很好看的哟哟哟 嘻嘻一眨眼都是第五季的啊 时间太快了！
        ",3
" 一部脑洞非常大的电影 故事的大背景是陨石撞击地球结束冰河世纪动物们拯救地球的故事 依然以松鼠和松果这对soulmate开头 佩服福克斯的设计师 赋予动物超拟人的性格 好赞！
        ",5
" 笑点低的我，中文版听到了沈腾声音
        ",3
" 结尾只有一个彩蛋？！这不科学！😒
        ",4
" 好看，不黑只顶。
        ",5
